vnt_vel_mean,vis_mean,tt_mean,po_mean,qnh_mean,ur_mean,vnt_dir_mode,chuva_mode,trovoada_mode,week,year,Aeroporto_,Aeroporto,avistamento,colisao,quase_colisao,Ob_Mean,Ab_Sum,ObxAbxS_Mean,Voos_como_Destino,Voos_como_Origem,Total_Voos
4.53932584269663,7710.241573033708,17.87150837988827,14.994413407821229,1020.8938547486033,85.13966480446928,70,1,1,23,2020,SBGR,SBGR,0.0,3.0,0.0,0.22051076036279368,8.979596653782757,28.64638465112535,424.0,431.0,855.0
5.023121387283237,9663.895953757225,20.387283236994218,15.578034682080926,1020.0635838150289,76.63583815028902,80,1,,24,2020,SBGR,SBGR,1.0,2.0,0.0,0.22218254388539294,9.598256869679865,30.282745441043005,462.0,460.0,922.0
6.158823529411765,9666.75294117647,18.08823529411765,13.111764705882353,1024.270588235294,75.53529411764706,70,,,25,2020,SBGR,SBGR,0.0,2.0,0.0,0.22151078415470513,10.81428723501078,30.644023718106553,550.0,528.0,1078.0
4.174157303370786,9282.91011235955,16.99438202247191,12.55056179775281,1019.623595505618,78.39887640449439,0,1,1,26,2020,SBGR,SBGR,0.0,3.0,0.0,0.220647689795085,11.120317231145462,30.945693297452454,557.0,544.0,1101.0
6.88135593220339,8700.418079096045,15.707865168539326,11.03370786516854,1018.4157303370787,76.69101123595506,80,1,,27,2020,SBGR,SBGR,,0.0,,0.22695967795688474,10.592529576515256,32.44419373377476,671.0,670.0,1341.0
5.88,8727.222857142857,18.474285714285713,12.582857142857144,1019.3085714285714,72.20571428571428,70,1,,28,2020,SBGR,SBGR,0.0,2.0,0.0,0.23354104755563998,10.550894174018717,35.39627642508572,710.0,719.0,1429.0
5.4972972972972975,8004.767567567567,16.745945945945945,13.513513513513514,1022.8108108108108,83.25405405405405,80,1,,29,2020,SBGR,SBGR,1.0,2.0,0.0,0.23762725131111403,11.011420671018511,37.66951843976868,783.0,779.0,1562.0
4.376470588235295,9834.4,17.96470588235294,11.323529411764707,1021.7470588235294,69.46470588235294,0,,,30,2020,SBGR,SBGR,0.0,2.0,0.0,0.24058457140958908,11.239150001819617,38.29004406415986,763.0,769.0,1532.0
5.977142857142857,9344.937142857143,17.068571428571428,12.93142857142857,1024.5257142857142,79.52,80,1,,31,2020,SBGR,SBGR,1.0,0.0,0.0,0.24053738567134073,11.268059874817826,37.89762417809922,820.0,821.0,1641.0
4.748571428571428,8379.382857142857,15.90857142857143,10.794285714285714,1027.2057142857143,76.41142857142857,70,,,32,2020,SBGR,SBGR,0.0,2.0,0.0,0.23721987296764238,10.65442952103426,35.82245966657978,924.0,935.0,1859.0
4.866279069767442,9319.0,19.16860465116279,12.563953488372093,1017.5639534883721,69.73837209302326,70,1,1,33,2020,SBGR,SBGR,1.0,1.0,0.0,0.23577835490776952,10.231131583987887,33.56487926738871,1012.0,1028.0,2040.0
4.9319371727748695,8444.476439790576,14.785340314136125,12.69109947643979,1020.9214659685864,87.98952879581152,70,1,1,34,2020,SBGR,SBGR,1.0,0.0,0.0,0.23577007410280845,10.240102229347709,33.187283027873356,1081.0,1076.0,2157.0
4.897142857142857,9147.234285714285,16.53142857142857,10.634285714285713,1020.8571428571429,72.81714285714285,100,,,35,2020,SBGR,SBGR,0.0,3.0,0.0,0.23610079713766352,10.056394326993649,31.878306380713955,1101.0,1110.0,2211.0
6.070588235294117,9440.364705882354,20.4,13.905882352941177,1021.8294117647059,71.18235294117648,70,,,36,2020,SBGR,SBGR,0.0,2.0,0.0,0.24341781540471485,9.783040753669209,31.086790175513457,1211.0,1212.0,2423.0
5.005747126436781,8343.08,23.41216216216216,14.391891891891891,1018.8514285714285,53.48571428571429,70,,,37,2020,SBGR,SBGR,1.0,1.0,0.0,0.247665381576452,9.707383179805833,30.193766440658578,1183.0,1182.0,2365.0
5.412790697674419,8842.470930232557,21.02906976744186,14.034883720930232,1018.8197674418604,69.09302325581395,170,1,,38,2020,SBGR,SBGR,1.0,1.0,0.0,0.2519932809145817,9.700570411249704,30.251087335017836,1243.0,1239.0,2482.0
5.777142857142858,9250.685714285713,18.926136363636363,13.431818181818182,1020.6420454545455,75.35227272727273,70,1,,39,2020,SBGR,SBGR,0.0,2.0,0.0,0.25922833512129345,10.386134546773594,31.194231991953153,1264.0,1260.0,2524.0
6.24,9262.068571428572,24.06896551724138,16.626436781609197,1017.1485714285715,67.29142857142857,70,,,40,2020,SBGR,SBGR,0.0,5.0,0.0,0.26219405249483513,10.564584481852506,31.88281361019891,1342.0,1331.0,2673.0
5.39344262295082,8709.693989071038,21.612021857923498,16.05464480874317,1016.3989071038251,74.8743169398907,0,1,1,41,2020,SBGR,SBGR,2.0,0.0,0.0,0.2678784014036258,10.465561643888066,32.12372172981612,1432.0,1437.0,2869.0
5.145348837209302,9242.238372093023,18.924418604651162,13.69186046511628,1018.9883720930233,74.53488372093024,150,1,,42,2020,SBGR,SBGR,2.0,2.0,0.0,0.2744641155836402,10.611557689696259,32.61715061096525,1505.0,1493.0,2998.0
5.590909090909091,8960.045454545454,20.556818181818183,16.363636363636363,1017.7443181818181,78.61363636363636,70,1,1,43,2020,SBGR,SBGR,4.0,1.0,0.0,0.2742028154558573,10.252715803475843,33.31197200399967,1459.0,1454.0,2913.0
6.11864406779661,8965.35593220339,19.93220338983051,14.564971751412429,1014.2033898305085,75.44632768361582,150,1,,44,2020,SBGR,SBGR,2.0,2.0,0.0,0.27393512417458826,9.90365969797511,32.82225983119512,1446.0,1456.0,2902.0
5.142857142857143,9249.208791208792,17.13736263736264,11.967032967032967,1018.0054945054945,74.36813186813187,130,1,,45,2020,SBGR,SBGR,4.0,1.0,0.0,0.27246703113751863,9.777976786303851,32.82000161559501,1600.0,1589.0,3189.0
5.005263157894737,8067.863157894737,21.810526315789474,18.057894736842105,1015.5105263157894,81.36315789473684,80,1,1,46,2020,SBGR,SBGR,5.0,3.0,0.0,0.2697372576891402,9.504612990259345,31.72167046035719,1610.0,1607.0,3217.0
5.135869565217392,8909.603260869566,19.11413043478261,15.728260869565217,1014.4184782608696,82.16304347826087,170,1,1,47,2020,SBGR,SBGR,6.0,0.0,0.0,0.2640188915009787,9.126747784320436,29.110943909502154,1645.0,1645.0,3290.0
6.053892215568863,9969.077844311378,22.29940119760479,15.994011976047904,1019.8023952095808,70.35928143712574,70,1,1,48,2020,SBGR,SBGR,3.0,3.0,0.0,0.25767233261173034,9.058203202349688,28.283054409177716,1629.0,1653.0,3282.0
5.892655367231638,9369.265536723164,22.48587570621469,18.350282485875706,1016.3841807909605,79.19209039548022,120,1,1,49,2020,SBGR,SBGR,3.0,4.0,0.0,0.250101158346713,8.890782291447024,27.555635978532017,1773.0,1777.0,3550.0
5.633333333333334,9688.005555555555,21.866666666666667,18.155555555555555,1016.0,80.86111111111111,130,1,1,50,2020,SBGR,SBGR,1.0,4.0,0.0,0.24583682306678986,8.716625098224267,26.522268264675724,1802.0,1799.0,3601.0
6.52,9040.725,23.545,19.035,1014.445,78.15,70,1,1,51,2020,SBGR,SBGR,3.0,3.0,0.0,0.24081167363214728,8.63197414690227,25.59122271623611,1881.0,1900.0,3781.0
5.536723163841808,9115.011299435027,20.451977401129945,17.536723163841806,1016.0169491525423,84.2542372881356,130,1,1,52,2020,SBGR,SBGR,2.0,5.0,0.0,0.23713954639355275,8.44443930144988,24.47386200506203,1802.0,1824.0,3626.0
6.034188034188034,9088.068376068377,22.53846153846154,18.521367521367523,1015.1025641025641,80.52991452991454,70,1,1,53,2020,SBGR,SBGR,1.0,1.0,0.0,0.22828254360046124,8.823676123181034,,512.0,500.0,1012.0
6.467391304347826,9086.521212121212,21.440217391304348,17.89673913043478,1013.0652173913044,81.2663043478261,190,1,1,1,2020,SBSP,SBSP,9.0,2.0,0.0,0.2533240304724161,9.734603239052923,28.58666423540342,1753.0,1763.0,3516.0
7.021645021645021,9114.8672985782,24.307359307359306,19.662337662337663,1015.1471861471862,76.87012987012987,320,1,1,2,2020,SBSP,SBSP,8.0,4.0,0.0,0.2472700878210804,9.572560601033807,28.356766528847402,1787.0,1780.0,3567.0
7.946488294314381,8998.90671641791,21.03344481605351,17.88294314381271,1019.6722408026756,82.89632107023411,150,1,,3,2020,SBSP,SBSP,7.0,3.0,0.0,0.24491181706275167,9.646259553012214,29.044255126247307,1769.0,1769.0,3538.0
6.663829787234042,9473.43925233645,19.791489361702126,15.787234042553191,1013.2425531914894,79.53191489361703,180,1,,4,2020,SBSP,SBSP,6.0,3.0,0.0,0.24177312471118628,9.640089802419633,29.2855192152144,1783.0,1779.0,3562.0
7.36322869955157,8614.79906542056,23.7847533632287,17.605381165919283,1017.0269058295964,71.34529147982063,330,1,1,5,2020,SBSP,SBSP,5.0,1.0,0.0,0.23631535460746367,9.73809064115136,29.43674728113963,1744.0,1744.0,3488.0
6.143911439114391,8608.477178423236,21.867158671586715,18.756457564575644,1017.2988929889299,83.20295202952029,150,1,1,6,2020,SBSP,SBSP,8.0,0.0,0.0,0.23299320260456444,9.998916789304976,30.91516285697487,1754.0,1758.0,3512.0
7.520249221183801,8182.396226415094,19.884735202492212,17.34890965732087,1017.9688473520249,86.17757009345794,150,1,1,7,2020,SBSP,SBSP,7.0,1.0,0.0,0.22991961035633982,9.948469494755557,32.04622525718871,1766.0,1762.0,3528.0
6.836363636363636,9138.09595959596,22.30909090909091,18.431818181818183,1016.959090909091,79.67727272727272,150,1,1,8,2020,SBSP,SBSP,12.0,1.0,0.0,0.22846506219681897,9.879866501401647,32.7768773963143,1631.0,1630.0,3261.0
8.401709401709402,7830.019704433497,19.632478632478634,17.247863247863247,1017.1709401709402,86.56410256410257,160,1,1,9,2020,SBSP,SBSP,4.0,0.0,0.0,0.22893299746544207,10.070699940502546,33.403524327970885,1751.0,1747.0,3498.0
7.5078740157480315,8454.810924369747,18.480314960629922,15.401574803149606,1018.8464566929134,83.32283464566929,180,1,1,10,2020,SBSP,SBSP,12.0,7.0,0.0,0.22715652340207418,10.262057933664206,34.5960528968988,1778.0,1777.0,3555.0
6.476439790575916,9569.04469273743,22.31413612565445,17.225130890052355,1019.5706806282723,74.42408376963351,150,,,11,2020,SBSP,SBSP,4.0,4.0,0.0,0.2248827227044339,10.2973588842996,35.27565136779571,1671.0,1672.0,3343.0
6.748878923766816,9518.75,22.116591928251122,17.757847533632287,1016.5919282511211,77.54260089686099,140,1,1,12,2020,SBSP,SBSP,9.0,1.0,0.0,0.2221104032735387,10.144788106343423,35.80258188387174,759.0,760.0,1519.0
7.211956521739131,9851.094674556212,20.13586956521739,14.744565217391305,1020.5108695652174,72.69021739130434,160,1,1,13,2020,SBSP,SBSP,6.0,0.0,0.0,0.22444447512638985,10.064064645567557,35.224078025623356,96.0,102.0,198.0
6.365,9953.573863636364,21.235,16.195,1017.515,74.405,VRB,1,,14,2020,SBSP,SBSP,6.0,0.0,0.0,0.23010510783277308,10.323888415738551,35.91512510792539,32.0,30.0,62.0
7.047413793103448,9514.488372093023,18.42241379310345,14.189655172413794,1019.1206896551724,77.92672413793103,160,1,,15,2020,SBSP,SBSP,9.0,0.0,0.0,0.23562895247513885,10.672218349975308,36.38330500030992,26.0,16.0,42.0
6.913461538461538,9983.30890052356,18.379807692307693,13.85576923076923,1021.0240384615385,75.9326923076923,160,,,16,2020,SBSP,SBSP,8.0,0.0,0.0,0.24236266385593444,11.164376321863504,39.88953315605037,1.0,0.0,1.0
5.545918367346939,9917.978378378379,19.183673469387756,14.061224489795919,1021.6428571428571,74.22448979591837,160,,,17,2020,SBSP,SBSP,8.0,0.0,0.0,0.24552539574724982,11.164318074161809,40.34642180134875,,,205.82714251031803
5.581497797356828,8860.720183486239,19.36123348017621,14.123348017621145,1022.3348017621146,73.8898678414097,160,1,,18,2020,SBSP,SBSP,11.0,0.0,0.0,0.24936164519495954,10.942906266808802,39.998175014868174,1.0,0.0,1.0
6.299610894941634,9215.825112107623,15.949416342412452,11.14396887159533,1021.3346303501945,75.78599221789884,190,1,,19,2020,SBSP,SBSP,11.0,0.0,0.0,0.24971707089558604,10.778206538348124,39.29984557618728,2.0,0.0,2.0
5.008620689655173,8940.127272727274,17.146551724137932,11.806034482758621,1020.5172413793103,73.65948275862068,160,1,,20,2020,SBSP,SBSP,6.0,0.0,0.0,0.24000155343420496,10.453429349351163,36.15877160153331,,,205.82714251031803
7.235849056603773,8299.080808080807,17.806603773584907,12.75943396226415,1021.9811320754717,74.50943396226415,60,1,,21,2020,SBSP,SBSP,6.0,0.0,0.0,0.23606295478865016,10.304153353268026,34.16465228897898,14.0,11.0,25.0
6.137566137566138,9525.446236559139,15.148148148148149,7.724867724867725,1019.994708994709,64.74603174603175,320,,,22,2020,SBSP,SBSP,12.0,0.0,0.0,0.23277403336943558,10.107583751938506,32.385769849450305,21.0,21.0,42.0
4.894514767932489,7936.531531531532,18.234567901234566,14.567901234567902,1021.5761316872428,80.73251028806584,VRB,1,1,23,2020,SBSP,SBSP,6.0,0.0,0.0,0.23048157113034093,10.082803668101239,31.48633179269136,27.0,27.0,54.0
6.241545893719807,9558.364077669903,20.71014492753623,15.067632850241546,1021.2367149758454,72.44927536231884,320,1,,24,2020,SBSP,SBSP,9.0,1.0,0.0,0.23099205435978043,10.29128230220693,32.83382148660474,83.0,82.0,165.0
5.955223880597015,9877.658959537572,18.70646766169154,12.502487562189055,1025.407960199005,69.41293532338308,140,,,25,2020,SBSP,SBSP,8.0,2.0,1.0,0.2300472342123101,10.799555641921614,33.42381853281874,129.0,127.0,256.0
5.728682170542636,8740.0407239819,17.170542635658915,11.992248062015504,1020.0736434108527,74.93410852713178,160,1,1,26,2020,SBSP,SBSP,2.0,2.0,0.0,0.2290768198677073,11.101168971387,33.854507530946336,129.0,129.0,258.0
7.473913043478261,9665.413265306122,15.934782608695652,10.469565217391304,1018.9173913043478,72.4695652173913,150,1,,27,2020,SBSP,SBSP,8.0,0.0,0.0,0.23451149767601542,10.991915666419112,35.951003468070084,167.0,170.0,337.0
6.531914893617022,9801.338983050848,19.654255319148938,11.936170212765957,1019.9095744680851,63.68617021276596,340,1,,28,2020,SBSP,SBSP,8.0,0.0,0.0,0.24171563563158247,11.369646003932441,39.544335208104606,128.0,132.0,260.0
6.1826484018264845,8734.480198019803,17.050228310502284,12.757990867579908,1023.3698630136986,77.82648401826484,150,1,,29,2020,SBSP,SBSP,8.0,0.0,0.0,0.24627979952549817,11.913854608190508,41.661254113133694,147.0,146.0,293.0
5.469072164948454,9329.79792746114,19.164948453608247,10.927835051546392,1027.881443298969,61.649484536082475,VRB,,,30,2020,SBSP,SBSP,3.0,1.0,0.0,0.24946943388070938,12.132978186973073,42.06742230344408,153.0,153.0,306.0
7.709803921568628,9232.745762711864,15.952941176470588,12.023529411764706,1025.4666666666667,79.72156862745098,130,1,,31,2020,SBSP,SBSP,0.0,1.0,0.0,0.24967561741937802,12.263596266873327,41.55698781704818,163.0,184.0,347.0
4.91919191919192,8392.951351351352,16.161616161616163,11.045454545454545,1027.989898989899,74.5050505050505,160,,,32,2020,SBSP,SBSP,1.0,0.0,0.0,0.24769638415653264,11.73356280962821,39.55124116400921,111.0,107.0,218.0
5.610328638497653,8230.318181818182,19.610328638497652,12.577464788732394,1018.2535211267606,67.49765258215963,VRB,1,1,33,2020,SBSP,SBSP,1.0,1.0,0.0,0.24621059982337398,11.294761898957825,37.3048374127404,112.0,112.0,224.0
7.8938356164383565,6285.35593220339,14.150684931506849,11.797945205479452,1021.3630136986301,86.13013698630137,190,1,1,34,2020,SBSP,SBSP,2.0,3.0,0.0,0.24572384719836296,11.232131534347348,37.04331525143278,102.0,102.0,204.0
5.417582417582418,9476.011299435027,17.32967032967033,10.467032967032967,1021.6318681318681,67.48901098901099,150,,,35,2020,SBSP,SBSP,0.0,2.0,0.0,0.24512820249151493,10.921795448629199,35.401656749577995,120.0,119.0,239.0
7.248888888888889,8934.970297029702,19.85333333333333,13.924444444444445,1023.1911111111111,72.89777777777778,130,,,36,2020,SBSP,SBSP,1.0,0.0,0.0,0.2518809629514943,10.577963999308206,34.30199607241903,156.0,149.0,305.0
5.908163265306122,8540.862275449103,22.82183908045977,14.367816091954023,1019.6038647342995,54.76328502415459,160,,,37,2020,SBSP,SBSP,2.0,0.0,0.0,0.25479948455122886,10.43261747073163,33.13018674182021,194.0,194.0,388.0
7.726495726495727,8711.297169811322,19.944444444444443,13.918803418803419,1019.9957264957264,72.47863247863248,180,,,38,2020,SBSP,SBSP,0.0,3.0,0.0,0.2594988594533701,10.485431700543154,32.96609759017156,232.0,236.0,468.0
7.424124513618677,8670.139830508475,17.78125,12.9453125,1022.0234375,77.23346303501945,150,1,,39,2020,SBSP,SBSP,5.0,1.0,0.0,0.26689536134612973,11.003021724035149,33.92117312827197,265.0,267.0,532.0
7.968379446640316,8611.126637554586,23.05952380952381,16.28174603174603,1018.2490118577075,70.51778656126483,150,1,1,40,2020,SBSP,SBSP,0.0,2.0,0.0,0.2698751565633029,11.223572142470896,34.66933696974144,363.0,359.0,722.0
7.081632653061225,8759.044247787611,21.13061224489796,16.012244897959185,1017.3755102040816,75.3265306122449,130,1,1,41,2020,SBSP,SBSP,0.0,4.0,0.0,0.27523475988262813,11.263866816056904,34.88880570013395,429.0,430.0,859.0
7.5092592592592595,9501.623762376237,18.375,13.546296296296296,1019.875,76.22685185185185,160,1,1,42,2020,SBSP,SBSP,,0.0,,0.28187459137306947,11.430841654198233,35.44624893995379,459.0,461.0,920.0
6.545851528384279,8366.682464454976,19.978165938864628,15.384279475982533,1018.8253275109171,75.85152838427948,130,1,1,43,2020,SBSP,SBSP,0.0,6.0,0.0,0.2829972598904618,11.130601340843961,35.88826699357975,450.0,453.0,903.0
8.118466898954704,8580.96254681648,18.473867595818817,13.439024390243903,1015.9790940766551,75.78745644599303,150,1,,44,2020,SBSP,SBSP,2.0,0.0,0.0,0.2837495674644972,10.724023498229537,35.029776093430485,476.0,482.0,958.0
6.9324324324324325,9628.543147208122,16.126126126126128,10.91891891891892,1018.6126126126126,73.01351351351352,160,1,,45,2020,SBSP,SBSP,4.0,1.0,0.0,0.2821399512232032,10.64202556967297,35.019492477626606,574.0,567.0,1141.0
5.92018779342723,8943.651162790698,21.1701244813278,16.65560165975104,1016.4605809128631,76.85892116182572,VRB,1,1,46,2020,SBSP,SBSP,0.0,3.0,0.0,0.27881204935444076,10.378277678213088,34.02157068275869,575.0,574.0,1149.0
8.5,9111.035087719298,18.36046511627907,14.12015503875969,1014.8178294573644,77.3953488372093,160,1,1,47,2020,SBSP,SBSP,0.0,1.0,0.0,0.2723845243575721,9.999775736964022,31.415267905195638,566.0,562.0,1128.0
8.082089552238806,9890.929729729729,22.153061224489797,14.831632653061224,1020.8265306122449,65.24489795918367,130,1,,48,2020,SBSP,SBSP,0.0,2.0,0.0,0.2667021895241406,9.995680995346383,31.152230836499328,582.0,595.0,1177.0
7.75,9284.012658227848,21.82608695652174,17.031620553359684,1017.2490118577075,75.3913043478261,150,1,1,49,2020,SBSP,SBSP,1.0,3.0,0.0,0.26062000941379654,9.937499616368145,30.940475201062597,611.0,609.0,1220.0
7.615384615384615,9030.406926406926,21.24110671936759,16.806324110671937,1016.6086956521739,76.86561264822134,150,1,1,50,2020,SBSP,SBSP,,0.0,,0.25676004747273745,9.811477397611133,30.250188008458405,607.0,606.0,1213.0
7.383647798742138,8853.21568627451,23.14782608695652,17.730434782608697,1015.2086956521739,73.11739130434782,320,1,1,51,2020,SBSP,SBSP,0.0,1.0,0.0,0.25459735108689613,9.859971786538761,29.722591122332492,723.0,723.0,1446.0
8.445945945945946,9282.771689497717,20.18595041322314,16.34710743801653,1016.6322314049587,79.11570247933884,150,1,1,52,2020,SBSP,SBSP,,0.0,,0.25071209422586593,9.653422304155196,28.559302851129278,726.0,734.0,1460.0
7.415841584158416,9270.784482758621,22.74380165289256,16.90082644628099,1015.900826446281,71.85950413223141,320,1,1,53,2020,SBSP,SBSP,,0.0,,0.22828254360046124,8.823676123181034,,209.0,198.0,407.0
6.874015748031496,9569.16535433071,23.708661417322833,18.236220472440944,1011.007874015748,73.1259842519685,120,1,1,1,2020,SBKP,SBKP,4.0,2.0,0.0,0.3644180742228375,11.90525801672168,31.577103304842023,975.0,987.0,1962.0
5.331550802139038,9416.262032085562,24.732620320855617,20.422459893048128,1013.6470588235294,78.3529411764706,0,1,1,2,2020,SBKP,SBKP,5.0,4.0,0.0,0.3589774232909635,11.548267416936023,31.08698100896826,1092.0,1098.0,2190.0
9.608187134502923,9811.912280701754,24.28654970760234,18.461988304093566,1016.766081871345,71.45029239766082,130,1,1,3,2020,SBKP,SBKP,3.0,1.0,0.0,0.35631781391807565,11.518675380903813,32.09058231111589,1108.0,1099.0,2207.0
8.170588235294117,9634.405882352941,22.729411764705883,16.08235294117647,1011.0294117647059,69.03529411764706,120,1,,4,2020,SBKP,SBKP,2.0,1.0,0.0,0.35542504199271235,11.60174406825084,32.304724129004576,1085.0,1086.0,2171.0
6.867403314917127,9671.436464088398,24.685082872928177,17.76243093922652,1015.4585635359116,68.87292817679558,120,1,1,5,2020,SBKP,SBKP,3.0,4.0,0.0,0.35130321098722855,11.809512548952124,32.718225211251394,1124.0,1121.0,2245.0
6.8791208791208796,9379.912087912087,23.478021978021978,19.076923076923077,1015.2252747252747,77.58791208791209,120,1,1,6,2020,SBKP,SBKP,1.0,3.0,0.0,0.3469487466932577,12.229288559212211,34.49910495337241,1139.0,1136.0,2275.0
9.732954545454545,9303.130681818182,22.6875,17.460227272727273,1015.7613636363636,74.47727272727273,130,1,1,7,2020,SBKP,SBKP,1.0,2.0,0.0,0.3415807632076065,12.383251140332398,35.210036185225185,1137.0,1132.0,2269.0
7.162011173184357,9233.245810055865,24.011173184357542,18.932960893854748,1014.9217877094972,74.88268156424581,130,1,1,8,2020,SBKP,SBKP,3.0,1.0,0.0,0.3281809618079747,12.019197768123906,34.22880939783771,933.0,931.0,1864.0
9.412121212121212,8850.745454545455,21.575757575757574,18.35757575757576,1015.0484848484848,82.62424242424242,130,1,1,9,2020,SBKP,SBKP,0.0,3.0,0.0,0.32428746211924847,11.849595515313101,33.447427732837,1030.0,1030.0,2060.0
