"icao","tipo_reporte","semana","especies_list","contagem"
"SBJA","avistamento",51,"",0
"SBJA","avistamento",52,"",0
"SBJA","avistamento",53,"",0
"SBJA","colisão",1,"",0
"SBJA","colisão",2,"",0
"SBJA","colisão",3,"",0
"SBJA","colisão",4,"0 Não identificada",1
"SBJA","colisão",5,"",0
"SBJA","colisão",6,"0 Não identificada",1
"SBJA","colisão",7,"",0
"SBJA","colisão",8,"",0
"SBJA","colisão",9,"0 Não identificada",1
"SBJA","colisão",10,"",0
"SBJA","colisão",11,"",0
"SBJA","colisão",12,"",0
"SBJA","colisão",13,"",0
"SBJA","colisão",14,"",0
"SBJA","colisão",15,"",0
"SBJA","colisão",16,"",0
"SBJA","colisão",17,"",0
"SBJA","colisão",18,"",0
"SBJA","colisão",19,"",0
"SBJA","colisão",20,"",0
"SBJA","colisão",21,"",0
"SBJA","colisão",22,"",0
"SBJA","colisão",23,"",0
"SBJA","colisão",24,"",0
"SBJA","colisão",25,"",0
"SBJA","colisão",26,"",0
"SBJA","colisão",27,"",0
"SBJA","colisão",28,"",0
"SBJA","colisão",29,"",0
"SBJA","colisão",30,"",0
"SBJA","colisão",31,"",0
"SBJA","colisão",32,"",0
"SBJA","colisão",33,"0 Não identificada",1
"SBJA","colisão",34,"",0
"SBJA","colisão",35,"",0
"SBJA","colisão",36,"",0
"SBJA","colisão",37,"",0
"SBJA","colisão",38,"",0
"SBJA","colisão",39,"",0
"SBJA","colisão",40,"",0
"SBJA","colisão",41,"",0
"SBJA","colisão",42,"",0
"SBJA","colisão",43,"",0
"SBJA","colisão",44,"",0
"SBJA","colisão",45,"",0
"SBJA","colisão",46,"",0
"SBJA","colisão",47,"",0
"SBJA","colisão",48,"",0
"SBJA","colisão",49,"",0
"SBJA","colisão",50,"",0
"SBJA","colisão",51,"0 Não identificada",1
"SBJA","colisão",52,"",0
"SBJA","colisão",53,"",0
"SBJD","avistamento",1,"",0
"SBJD","avistamento",2,"Urubus / Família Cathartidae,Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubus / Família Cathartidae,Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",4
"SBJD","avistamento",3,"",0
"SBJD","avistamento",4,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",3
"SBJD","avistamento",5,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",3
"SBJD","avistamento",6,"Urubus / Família Cathartidae,Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Tucanos / Família Ramphastidae",6
"SBJD","avistamento",7,"Urubus / Família Cathartidae",1
"SBJD","avistamento",8,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubus / Família Cathartidae",2
"SBJD","avistamento",9,"Urubus / Família Cathartidae",1
"SBJD","avistamento",10,"Urubus / Família Cathartidae,Urubus / Família Cathartidae,Urubus / Família Cathartidae,Urubus / Família Cathartidae",4
"SBJD","avistamento",11,"Urubus / Família Cathartidae",1
"SBJD","avistamento",12,"Urubus / Família Cathartidae",1
"SBJD","avistamento",13,"Urubus / Família Cathartidae,Urubus / Família Cathartidae,Urubus / Família Cathartidae",3
"SBJD","avistamento",14,"Urubus / Família Cathartidae",1
"SBJD","avistamento",15,"",0
"SBJD","avistamento",16,"",0
"SBJD","avistamento",17,"",0
"SBJD","avistamento",18,"",0
"SBJD","avistamento",19,"",0
"SBJD","avistamento",20,"Urubus / Família Cathartidae,Urubus / Família Cathartidae",2
"SBJD","avistamento",21,"Urubus / Família Cathartidae",1
"SBJD","avistamento",22,"Urubus / Família Cathartidae",1
"SBJD","avistamento",23,"",0
"SBJD","avistamento",24,"0 Não identificada,Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",2
"SBJD","avistamento",25,"",0
"SBJD","avistamento",26,"Urubus / Família Cathartidae,Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",3
"SBJD","avistamento",27,"Tucanos / Família Ramphastidae",1
"SBJD","avistamento",28,"",0
"SBJD","avistamento",29,"",0
"SBJD","avistamento",30,"",0
"SBJD","avistamento",31,"",0
"SBJD","avistamento",32,"",0
"SBJD","avistamento",33,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJD","avistamento",34,"",0
"SBJD","avistamento",35,"",0
"SBJD","avistamento",36,"",0
"SBJD","avistamento",37,"",0
"SBJD","avistamento",38,"",0
"SBJD","avistamento",39,"",0
"SBJD","avistamento",40,"Urubus / Família Cathartidae",1
"SBJD","avistamento",41,"",0
"SBJD","avistamento",42,"",0
"SBJD","avistamento",43,"",0
"SBJD","avistamento",44,"",0
"SBJD","avistamento",45,"",0
"SBJD","avistamento",46,"Urubus / Família Cathartidae",1
"SBJD","avistamento",47,"",0
"SBJD","avistamento",48,"Urubus / Família Cathartidae",1
"SBJD","avistamento",49,"",0
"SBJD","avistamento",50,"",0
"SBJD","avistamento",51,"",0
"SBJD","avistamento",52,"",0
"SBJD","avistamento",53,"",0
"SBJD","colisão",1,"",0
"SBJD","colisão",2,"",0
"SBJD","colisão",3,"",0
"SBJD","colisão",4,"",0
"SBJD","colisão",5,"",0
"SBJD","colisão",6,"",0
"SBJD","colisão",7,"",0
"SBJD","colisão",8,"",0
"SBJD","colisão",9,"",0
"SBJD","colisão",10,"",0
"SBJD","colisão",11,"",0
"SBJD","colisão",12,"",0
"SBJD","colisão",13,"",0
"SBJD","colisão",14,"",0
"SBJD","colisão",15,"",0
"SBJD","colisão",16,"",0
"SBJD","colisão",17,"",0
"SBJD","colisão",18,"",0
"SBJD","colisão",19,"",0
"SBJD","colisão",20,"",0
"SBJD","colisão",21,"",0
"SBJD","colisão",22,"",0
"SBJD","colisão",23,"",0
"SBJD","colisão",24,"",0
"SBJD","colisão",25,"",0
"SBJD","colisão",26,"",0
"SBJD","colisão",27,"",0
"SBJD","colisão",28,"",0
"SBJD","colisão",29,"",0
"SBJD","colisão",30,"",0
"SBJD","colisão",31,"",0
"SBJD","colisão",32,"",0
"SBJD","colisão",33,"",0
"SBJD","colisão",34,"",0
"SBJD","colisão",35,"",0
"SBJD","colisão",36,"",0
"SBJD","colisão",37,"",0
"SBJD","colisão",38,"",0
"SBJD","colisão",39,"",0
"SBJD","colisão",40,"",0
"SBJD","colisão",41,"",0
"SBJD","colisão",42,"",0
"SBJD","colisão",43,"",0
"SBJD","colisão",44,"",0
"SBJD","colisão",45,"",0
"SBJD","colisão",46,"",0
"SBJD","colisão",47,"",0
"SBJD","colisão",48,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJD","colisão",49,"",0
"SBJD","colisão",50,"",0
"SBJD","colisão",51,"",0
"SBJD","colisão",52,"",0
"SBJD","colisão",53,"",0
"SBJE","avistamento",1,"",0
"SBJE","avistamento",2,"",0
"SBJE","avistamento",3,"",0
"SBJE","avistamento",4,"",0
"SBJE","avistamento",5,"",0
"SBJE","avistamento",6,"",0
"SBJE","avistamento",7,"",0
"SBJE","avistamento",8,"",0
"SBJE","avistamento",9,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJE","avistamento",10,"",0
"SBJE","avistamento",11,"",0
"SBJE","avistamento",12,"",0
"SBJE","avistamento",13,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJE","avistamento",14,"",0
"SBJE","avistamento",15,"",0
"SBJE","avistamento",16,"",0
"SBJE","avistamento",17,"",0
"SBJE","avistamento",18,"",0
"SBJE","avistamento",19,"",0
"SBJE","avistamento",20,"",0
"SBJE","avistamento",21,"",0
"SBJE","avistamento",22,"",0
"SBJE","avistamento",23,"0 Não identificada",1
"SBJE","avistamento",24,"xx Passeriformes pequenos,Bacuraus/Curiangos // Familia Caprimulgidae",2
"SBJE","avistamento",25,"",0
"SBJE","avistamento",26,"",0
"SBJE","avistamento",27,"Araras/papagaios/periquitos // Família Psittacidae,Quero-quero/tetéu (Vanellus chilensis),Rolinha-picuí (Columbina picui)",3
"SBJE","avistamento",28,"Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz (Sturnella superciliaris),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis)",8
"SBJE","avistamento",29,"Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz (Sturnella superciliaris),Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz (Sturnella superciliaris),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",8
"SBJE","avistamento",30,"Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz (Sturnella superciliaris),Anu-branco (Guira guira),Quero-quero/tetéu (Vanellus chilensis)",3
"SBJE","avistamento",31,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis)",7
"SBJE","avistamento",32,"Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus)",7
"SBJE","avistamento",33,"Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Anu-branco (Guira guira),Carcará/carancho (Caracara plancus)",6
"SBJE","avistamento",34,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJE","avistamento",35,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJE","avistamento",36,"",0
"SBJE","avistamento",37,"",0
"SBJE","avistamento",38,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",2
"SBJE","avistamento",39,"Urubu-de-cabeça-vermelha (Cathartes aura)",1
"SBJE","avistamento",40,"Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",4
"SBJE","avistamento",41,"",0
"SBJE","avistamento",42,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJE","avistamento",43,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJE","avistamento",44,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",1
"SBJE","avistamento",45,"",0
"SBJE","avistamento",46,"Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-vermelha (Cathartes aura),Quero-quero/tetéu (Vanellus chilensis)",3
"SBJE","avistamento",47,"Urubu-de-cabeça-vermelha (Cathartes aura)",1
"SBJE","avistamento",48,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJE","avistamento",49,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",4
"SBJE","avistamento",50,"Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis)",3
"SBJE","avistamento",51,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJE","avistamento",52,"",0
"SBJE","avistamento",53,"",0
"SBJE","colisão",1,"",0
"SBJE","colisão",2,"",0
"SBJE","colisão",3,"",0
"SBJE","colisão",4,"",0
"SBJE","colisão",5,"",0
"SBJE","colisão",6,"",0
"SBJE","colisão",7,"Corucão/tabaco-bom (Chordeiles nacunda)",1
"SBJE","colisão",8,"",0
"SBJE","colisão",9,"",0
"SBJE","colisão",10,"",0
"SBJE","colisão",11,"",0
"SBJE","colisão",12,"",0
"SBJE","colisão",13,"",0
"SBJE","colisão",14,"",0
"SBJE","colisão",15,"",0
"SBJE","colisão",16,"",0
"SBJE","colisão",17,"",0
"SBJE","colisão",18,"",0
"SBJE","colisão",19,"",0
"SBJE","colisão",20,"",0
"SBJE","colisão",21,"",0
"SBJE","colisão",22,"",0
"SBJE","colisão",23,"",0
"SBJE","colisão",24,"",0
"SBJE","colisão",25,"",0
"SBJE","colisão",26,"Corucão/tabaco-bom (Chordeiles nacunda)",1
"SBJE","colisão",27,"",0
"SBJE","colisão",28,"",0
"SBJE","colisão",29,"Corucão/tabaco-bom (Chordeiles nacunda)",1
"SBJE","colisão",30,"",0
"SBJE","colisão",31,"",0
"SBJE","colisão",32,"Codornas / Perdizes // Família Tinamidae",1
"SBJE","colisão",33,"",0
"SBJE","colisão",34,"",0
"SBJE","colisão",35,"",0
"SBJE","colisão",36,"",0
"SBJE","colisão",37,"",0
"SBJE","colisão",38,"",0
"SBJE","colisão",39,"",0
"SBJE","colisão",40,"",0
"SBJE","colisão",41,"",0
"SBJE","colisão",42,"",0
"SBJE","colisão",43,"",0
"SBJE","colisão",44,"",0
"SBJE","colisão",45,"",0
"SBJE","colisão",46,"",0
"SBJE","colisão",47,"",0
"SBJE","colisão",48,"",0
"SBJE","colisão",49,"",0
"SBJE","colisão",50,"",0
"SBJE","colisão",51,"",0
"SBJE","colisão",52,"",0
"SBJE","colisão",53,"",0
"SBJF","avistamento",1,"",0
"SBJF","avistamento",2,"",0
"SBJF","avistamento",3,"",0
"SBJF","avistamento",4,"",0
"SBJF","avistamento",5,"",0
"SBJF","avistamento",6,"",0
"SBJF","avistamento",7,"",0
"SBJF","avistamento",8,"",0
"SBJF","avistamento",9,"",0
"SBJF","avistamento",10,"",0
"SBJF","avistamento",11,"",0
"SBJF","avistamento",12,"",0
"SBJF","avistamento",13,"",0
"SBJF","avistamento",14,"",0
"SBJF","avistamento",15,"",0
"SBJF","avistamento",16,"",0
"SBJF","avistamento",17,"",0
"SBJF","avistamento",18,"",0
"SBJF","avistamento",19,"",0
"SBJF","avistamento",20,"",0
"SBJF","avistamento",21,"",0
"SBJF","avistamento",22,"",0
"SBJF","avistamento",23,"",0
"SBJF","avistamento",24,"",0
"SBJF","avistamento",25,"",0
"SBJF","avistamento",26,"",0
"SBJF","avistamento",27,"",0
"SBJF","avistamento",28,"",0
"SBJF","avistamento",29,"",0
"SBJF","avistamento",30,"",0
"SBJF","avistamento",31,"",0
"SBJF","avistamento",32,"",0
"SBJF","avistamento",33,"",0
"SBJF","avistamento",34,"",0
"SBJF","avistamento",35,"Urubus / Família Cathartidae",1
"SBJF","avistamento",36,"",0
"SBJF","avistamento",37,"",0
"SBJF","avistamento",38,"",0
"SBJF","avistamento",39,"",0
"SBJF","avistamento",40,"",0
"SBJF","avistamento",41,"",0
"SBJF","avistamento",42,"",0
"SBJF","avistamento",43,"",0
"SBJF","avistamento",44,"",0
"SBJF","avistamento",45,"",0
"SBJF","avistamento",46,"",0
"SBJF","avistamento",47,"",0
"SBJF","avistamento",48,"",0
"SBJF","avistamento",49,"",0
"SBJF","avistamento",50,"",0
"SBJF","avistamento",51,"",0
"SBJF","avistamento",52,"",0
"SBJF","avistamento",53,"",0
"SBJH","avistamento",1,"",0
"SBJH","avistamento",2,"",0
"SBJH","avistamento",3,"",0
"SBJH","avistamento",4,"",0
"SBJH","avistamento",5,"",0
"SBJH","avistamento",6,"",0
"SBJH","avistamento",7,"",0
"SBJH","avistamento",8,"",0
"SBJH","avistamento",9,"",0
"SBJH","avistamento",10,"",0
"SBJH","avistamento",11,"",0
"SBJH","avistamento",12,"",0
"SBJH","avistamento",13,"",0
"SBJH","avistamento",14,"",0
"SBJH","avistamento",15,"",0
"SBJH","avistamento",16,"",0
"SBJH","avistamento",17,"",0
"SBJH","avistamento",18,"",0
"SBJH","avistamento",19,"",0
"SBJH","avistamento",20,"",0
"SBJH","avistamento",21,"",0
"SBJH","avistamento",22,"",0
"SBJH","avistamento",23,"",0
"SBJH","avistamento",24,"",0
"SBJH","avistamento",25,"",0
"SBJH","avistamento",26,"",0
"SBJH","avistamento",27,"",0
"SBJH","avistamento",28,"",0
"SBJH","avistamento",29,"",0
"SBJH","avistamento",30,"",0
"SBJH","avistamento",31,"",0
"SBJH","avistamento",32,"",0
"SBJH","avistamento",33,"",0
"SBJH","avistamento",34,"",0
"SBJH","avistamento",35,"",0
"SBJH","avistamento",36,"",0
"SBJH","avistamento",37,"",0
"SBJH","avistamento",38,"",0
"SBJH","avistamento",39,"",0
"SBJH","avistamento",40,"",0
"SBJH","avistamento",41,"",0
"SBJH","avistamento",42,"",0
"SBJH","avistamento",43,"",0
"SBJH","avistamento",44,"",0
"SBJH","avistamento",45,"",0
"SBJH","avistamento",46,"",0
"SBJH","avistamento",47,"",0
"SBJH","avistamento",48,"",0
"SBJH","avistamento",49,"",0
"SBJH","avistamento",50,"",0
"SBJH","avistamento",51,"",0
"SBJH","avistamento",52,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJH","avistamento",53,"",0
"SBJH","colisão",1,"",0
"SBJH","colisão",2,"",0
"SBJH","colisão",3,"",0
"SBJH","colisão",4,"",0
"SBJH","colisão",5,"",0
"SBJH","colisão",6,"",0
"SBJH","colisão",7,"",0
"SBJH","colisão",8,"",0
"SBJH","colisão",9,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJH","colisão",10,"",0
"SBJH","colisão",11,"",0
"SBJH","colisão",12,"",0
"SBJH","colisão",13,"",0
"SBJH","colisão",14,"",0
"SBJH","colisão",15,"",0
"SBJH","colisão",16,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJH","colisão",17,"",0
"SBJH","colisão",18,"",0
"SBJH","colisão",19,"",0
"SBJH","colisão",20,"",0
"SBJH","colisão",21,"",0
"SBJH","colisão",22,"",0
"SBJH","colisão",23,"",0
"SBJH","colisão",24,"",0
"SBJH","colisão",25,"",0
"SBJH","colisão",26,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJH","colisão",27,"",0
"SBJH","colisão",28,"",0
"SBJH","colisão",29,"",0
"SBJH","colisão",30,"",0
"SBJH","colisão",31,"",0
"SBJH","colisão",32,"",0
"SBJH","colisão",33,"",0
"SBJH","colisão",34,"",0
"SBJH","colisão",35,"",0
"SBJH","colisão",36,"",0
"SBJH","colisão",37,"",0
"SBJH","colisão",38,"",0
"SBJH","colisão",39,"",0
"SBJH","colisão",40,"",0
"SBJH","colisão",41,"",0
"SBJH","colisão",42,"",0
"SBJH","colisão",43,"",0
"SBJH","colisão",44,"",0
"SBJH","colisão",45,"",0
"SBJH","colisão",46,"",0
"SBJH","colisão",47,"",0
"SBJH","colisão",48,"",0
"SBJH","colisão",49,"",0
"SBJH","colisão",50,"",0
"SBJH","colisão",51,"",0
"SBJH","colisão",52,"",0
"SBJH","colisão",53,"",0
"SBJI","avistamento",1,"",0
"SBJI","avistamento",2,"",0
"SBJI","avistamento",3,"",0
"SBJI","avistamento",4,"",0
"SBJI","avistamento",5,"",0
"SBJI","avistamento",6,"",0
"SBJI","avistamento",7,"",0
"SBJI","avistamento",8,"",0
"SBJI","avistamento",9,"",0
"SBJI","avistamento",10,"",0
"SBJI","avistamento",11,"",0
"SBJI","avistamento",12,"",0
"SBJI","avistamento",13,"",0
"SBJI","avistamento",14,"",0
"SBJI","avistamento",15,"",0
"SBJI","avistamento",16,"",0
"SBJI","avistamento",17,"",0
"SBJI","avistamento",18,"",0
"SBJI","avistamento",19,"",0
"SBJI","avistamento",20,"",0
"SBJI","avistamento",21,"",0
"SBJI","avistamento",22,"",0
"SBJI","avistamento",23,"",0
"SBJI","avistamento",24,"",0
"SBJI","avistamento",25,"",0
"SBJI","avistamento",26,"",0
"SBJI","avistamento",27,"",0
"SBJI","avistamento",28,"",0
"SBJI","avistamento",29,"",0
"SBJI","avistamento",30,"",0
"SBJI","avistamento",31,"",0
"SBJI","avistamento",32,"",0
"SBJI","avistamento",33,"",0
"SBJI","avistamento",34,"",0
"SBJI","avistamento",35,"",0
"SBJI","avistamento",36,"",0
"SBJI","avistamento",37,"",0
"SBJI","avistamento",38,"",0
"SBJI","avistamento",39,"",0
"SBJI","avistamento",40,"",0
"SBJI","avistamento",41,"",0
"SBJI","avistamento",42,"",0
"SBJI","avistamento",43,"",0
"SBJI","avistamento",44,"",0
"SBJI","avistamento",45,"",0
"SBJI","avistamento",46,"",0
"SBJI","avistamento",47,"",0
"SBJI","avistamento",48,"",0
"SBJI","avistamento",49,"",0
"SBJI","avistamento",50,"",0
"SBJI","avistamento",51,"",0
"SBJI","avistamento",52,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJI","avistamento",53,"",0
"SBJP","avistamento",1,"",0
"SBJP","avistamento",2,"0 Não identificada",1
"SBJP","avistamento",3,"",0
"SBJP","avistamento",4,"",0
"SBJP","avistamento",5,"Quero-quero/tetéu (Vanellus chilensis),0 Não identificada",2
"SBJP","avistamento",6,"",0
"SBJP","avistamento",7,"",0
"SBJP","avistamento",8,"0 Não identificada",1
"SBJP","avistamento",9,"",0
"SBJP","avistamento",10,"",0
"SBJP","avistamento",11,"",0
"SBJP","avistamento",12,"",0
"SBJP","avistamento",13,"",0
"SBJP","avistamento",14,"",0
"SBJP","avistamento",15,"",0
"SBJP","avistamento",16,"",0
"SBJP","avistamento",17,"",0
"SBJP","avistamento",18,"",0
"SBJP","avistamento",19,"",0
"SBJP","avistamento",20,"",0
"SBJP","avistamento",21,"",0
"SBJP","avistamento",22,"",0
"SBJP","avistamento",23,"",0
"SBJP","avistamento",24,"",0
"SBJP","avistamento",25,"",0
"SBJP","avistamento",26,"",0
"SBJP","avistamento",27,"Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis)",2
"SBJP","avistamento",28,"Quero-quero/tetéu (Vanellus chilensis),Urubus / Família Cathartidae",2
"SBJP","avistamento",29,"Quero-quero/tetéu (Vanellus chilensis)",1
"SBJP","avistamento",30,"Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus)",3
"SBJP","avistamento",31,"",0
"SBJP","avistamento",32,"Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis)",3
"SBJP","avistamento",33,"",0
"SBJP","avistamento",34,"0 Não identificada",1
"SBJP","avistamento",35,"",0
"SBJP","avistamento",36,"",0
"SBJP","avistamento",37,"Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Coruja -buraqueira (Athene cunicularia)",3
"SBJP","avistamento",38,"Carcará/carancho (Caracara plancus)",1
"SBJP","avistamento",39,"Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Coruja -buraqueira (Athene cunicularia)",3
"SBJP","avistamento",40,"Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis)",2
"SBJP","avistamento",41,"",0
"SBJP","avistamento",42,"",0
"SBJP","avistamento",43,"",0
"SBJP","avistamento",44,"",0
"SBJP","avistamento",45,"0 Não identificada",1
"SBJP","avistamento",46,"",0
"SBJP","avistamento",47,"0 Não identificada",1
"SBJP","avistamento",48,"",0
"SBJP","avistamento",49,"Perdiz/perdigão/napopé/inhambupé (Rhynchotus rufescens)",1
"SBJP","avistamento",50,"",0
"SBJP","avistamento",51,"",0
"SBJP","avistamento",52,"",0
"SBJP","avistamento",53,"",0
"SBJP","colisão",1,"",0
"SBJP","colisão",2,"Urubus / Família Cathartidae",1
"SBJP","colisão",3,"",0
"SBJP","colisão",4,"Corujinha-do-mato/caboré-de-orelha (Megascops choliba),0 Não identificada,xx Passeriformes pequenos",3
"SBJP","colisão",5,"",0
"SBJP","colisão",6,"",0
"SBJP","colisão",7,"",0
"SBJP","colisão",8,"",0
"SBJP","colisão",9,"",0
"SBJP","colisão",10,"Coruja -buraqueira (Athene cunicularia)",1
"SBJP","colisão",11,"Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),0 Não identificada",4
"SBJP","colisão",12,"Carcará/carancho (Caracara plancus),0 Não identificada,0 Não identificada",3
"SBJP","colisão",13,"",0
"SBJP","colisão",14,"",0
"SBJP","colisão",15,"",0
"SBJP","colisão",16,"",0
"SBJP","colisão",17,"",0
"SBJP","colisão",18,"",0
"SBJP","colisão",19,"0 Não identificada",1
"SBJP","colisão",20,"",0
"SBJP","colisão",21,"",0
"SBJP","colisão",22,"Carcará/carancho (Caracara plancus)",1
"SBJP","colisão",23,"",0
"SBJP","colisão",24,"",0
"SBJP","colisão",25,"",0
"SBJP","colisão",26,"",0
"SBJP","colisão",27,"",0
"SBJP","colisão",28,"",0
"SBJP","colisão",29,"",0
"SBJP","colisão",30,"",0
"SBJP","colisão",31,"",0
"SBJP","colisão",32,"",0
"SBJP","colisão",33,"",0
"SBJP","colisão",34,"",0
"SBJP","colisão",35,"",0
"SBJP","colisão",36,"",0
"SBJP","colisão",37,"",0
"SBJP","colisão",38,"",0
"SBJP","colisão",39,"",0
"SBJP","colisão",40,"",0
"SBJP","colisão",41,"",0
"SBJP","colisão",42,"",0
"SBJP","colisão",43,"",0
"SBJP","colisão",44,"",0
"SBJP","colisão",45,"",0
"SBJP","colisão",46,"",0
"SBJP","colisão",47,"",0
"SBJP","colisão",48,"",0
"SBJP","colisão",49,"",0
"SBJP","colisão",50,"",0
"SBJP","colisão",51,"",0
"SBJP","colisão",52,"",0
"SBJP","colisão",53,"",0
"SBJR","avistamento",1,"",0
"SBJR","avistamento",2,"",0
"SBJR","avistamento",3,"",0
"SBJR","avistamento",4,"",0
"SBJR","avistamento",5,"",0
"SBJR","avistamento",6,"",0
"SBJR","avistamento",7,"",0
"SBJR","avistamento",8,"",0
"SBJR","avistamento",9,"",0
"SBJR","avistamento",10,"",0
"SBJR","avistamento",11,"",0
"SBJR","avistamento",12,"",0
"SBJR","avistamento",13,"",0
"SBJR","avistamento",14,"",0
"SBJR","avistamento",15,"",0
"SBJR","avistamento",16,"",0
"SBJR","avistamento",17,"",0
"SBJR","avistamento",18,"",0
"SBJR","avistamento",19,"",0
"SBJR","avistamento",20,"",0
"SBJR","avistamento",21,"",0
"SBJR","avistamento",22,"",0
"SBJR","avistamento",23,"",0
"SBJR","avistamento",24,"Urubus / Família Cathartidae",1
"SBJR","avistamento",25,"",0
"SBJR","avistamento",26,"",0
"SBJR","avistamento",27,"",0
"SBJR","avistamento",28,"Urubus / Família Cathartidae",1
"SBJR","avistamento",29,"",0
"SBJR","avistamento",30,"",0
