"icao","tipo_reporte","semana","especies_list","contagem"
"SBGL","avistamento",6,"Quero-quero/tetéu (Vanellus chilensis),xx Passeriformes pequenos,Andorinhão-do-temporal (Chaetura meridionalis),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Curicaca-comum (Theristicus caudatus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Curicaca-comum (Theristicus caudatus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Curicaca-comum (Theristicus caudatus),Curicaca-comum (Theristicus caudatus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Curicaca-comum (Theristicus caudatus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Curicaca-comum (Theristicus caudatus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis)",36
"SBGL","avistamento",7,"Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Curicaca-comum (Theristicus caudatus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Curicacas/Tapicurus // Família Threskiornithidae,Quero-quero/tetéu (Vanellus chilensis),Garça-cinzenta/socó/savacu (Nycticorax nycticorax),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Curicaca-comum (Theristicus caudatus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Irerê/paturi/siriri (Dendrocygna viduata),Carcará/carancho (Caracara plancus),Garça-cinzenta/socó/savacu (Nycticorax nycticorax),Garças / Família Ardeidae,Irerê/paturi/siriri (Dendrocygna viduata),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Curicaca-comum (Theristicus caudatus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Garça-cinzenta/socó/savacu (Nycticorax nycticorax),Fragata/tesourão (Fregata magnificens),Albatrozes / Família Diomedeidea",53
"SBGL","avistamento",8,"Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Anu-branco (Guira guira),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Irerê/paturi/siriri (Dendrocygna viduata),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Garça-branca-grande (Ardea alba),Maria-faceira (Syrigma sibilatrix),Anu-branco (Guira guira),Carcará/carancho (Caracara plancus),Carrapateiro/caracaraí (Milvago chimachima),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Maria-faceira (Syrigma sibilatrix),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Garça-cinzenta/socó/savacu (Nycticorax nycticorax),Garça-branca-grande (Ardea alba)",45
"SBGL","avistamento",9,"Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Anu-branco (Guira guira),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Fragata/tesourão (Fregata magnificens),Maria-faceira (Syrigma sibilatrix),Maria-faceira (Syrigma sibilatrix),Garça-branca-grande (Ardea alba),Coruja -buraqueira (Athene cunicularia),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Gavião-carijó ( Rupornis magnirostris),Quero-quero/tetéu (Vanellus chilensis),Garças / Família Ardeidae,Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Fragata/tesourão (Fregata magnificens),Irerê/paturi/siriri (Dendrocygna viduata),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Irerê/paturi/siriri (Dendrocygna viduata),Quero-quero/tetéu (Vanellus chilensis),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus)",61
"SBGL","avistamento",10,"Carcará/carancho (Caracara plancus),Garças / Família Ardeidae,Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Irerê/paturi/siriri (Dendrocygna viduata),Carrapateiro/caracaraí (Milvago chimachima),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),0 Não identificada,Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Garças / Família Ardeidae,Carcará/carancho (Caracara plancus),Garças / Família Ardeidae,Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Gavião-carijó ( Rupornis magnirostris),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Irerê/paturi/siriri (Dendrocygna viduata),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Gavião-carijó ( Rupornis magnirostris),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Andorinha-doméstica-grande (Progne chalybea)",61
"SBGL","avistamento",11,"0 Não identificada,Carcará/carancho (Caracara plancus),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Andorinha-doméstica-grande (Progne chalybea),Pica-paus / Família Picidae,Fragata/tesourão (Fregata magnificens)",44
"SBGL","avistamento",12,"Garça-branca-grande (Ardea alba),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Fragata/tesourão (Fregata magnificens),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Bem-te-vi (Pitangus sulphuratus),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Garça-branca-grande (Ardea alba),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Garça-branca-grande (Ardea alba),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Anu-branco (Guira guira),Gavião-asa-de-telha (Parabuteo unicinctus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Saracura-sana/preta/franguinho-dagua (Pardirallus nigricans),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Gavião-carijó ( Rupornis magnirostris),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus)",61
"SBGL","avistamento",13,"Carcará/carancho (Caracara plancus),0 Não identificada,Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Carcará/carancho (Caracara plancus),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Quero-quero/tetéu (Vanellus chilensis),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Carcará/carancho (Caracara plancus),Gavião-carijó ( Rupornis magnirostris),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carrapateiro/caracaraí (Milvago chimachima),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Gavião-carijó ( Rupornis magnirostris),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix)",53
"SBGL","avistamento",14,"Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Coruja -buraqueira (Athene cunicularia),Jaçanã/narceja (Jacana jacana),Carcará/carancho (Caracara plancus),Gavião-carijó ( Rupornis magnirostris),Quero-quero/tetéu (Vanellus chilensis),Coruja-da-igreja/rasga-mortalha/suindara (Tyto furcata),Anu-branco (Guira guira),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Quero-quero/tetéu (Vanellus chilensis),Gavião-carijó ( Rupornis magnirostris),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-amarela (Cathartes burrovianus),Falcões / Família Falconidae,Garças / Família Ardeidae,Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-amarela (Cathartes burrovianus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Garça-branca-grande (Ardea alba),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus)",56
"SBGL","avistamento",15,"Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Garças / Família Ardeidae,Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Garça-branca-grande (Ardea alba),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Garça-branca-grande (Ardea alba),Garça-branca-grande (Ardea alba),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Polícia-inglesa-do-sul/furacao-do-arroz/papa-arroz (Sturnella superciliaris),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Anu-branco (Guira guira),Carcará/carancho (Caracara plancus),Garças / Família Ardeidae,Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Anu-branco (Guira guira),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus)",65
"SBGL","avistamento",16,"Quero-quero/tetéu (Vanellus chilensis),Anu-branco (Guira guira),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Fragata/tesourão (Fregata magnificens),Fragata/tesourão (Fregata magnificens),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Garças / Família Ardeidae,Fragata/tesourão (Fregata magnificens),Fragata/tesourão (Fregata magnificens),Garça-branca-grande (Ardea alba),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Fragata/tesourão (Fregata magnificens),Maria-faceira (Syrigma sibilatrix),Maria-faceira (Syrigma sibilatrix),Fragata/tesourão (Fregata magnificens),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Anu-branco (Guira guira),Carcará/carancho (Caracara plancus),Fragata/tesourão (Fregata magnificens),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Quero-quero/tetéu (Vanellus chilensis)",53
"SBGL","avistamento",17,"Fragata/tesourão (Fregata magnificens),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Quero-quero/tetéu (Vanellus chilensis),Garça-branca-grande (Ardea alba),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Garças / Família Ardeidae,Quero-quero/tetéu (Vanellus chilensis),Bacurau/curiango-comum (Hydropsalis albicollis),Falcão-de-coleira/gavião-pombo/cauré (Falco femoralis),Fragata/tesourão (Fregata magnificens),Quero-quero/tetéu (Vanellus chilensis),Maria-faceira (Syrigma sibilatrix),Quero-quero/tetéu (Vanellus chilensis),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Carcará/carancho (Caracara plancus),Gavião-caboclo/fumaça/tinga (Heterospizias meridionalis),Carcará/carancho (Caracara plancus),Carcará/carancho (Caracara plancus),Anu preto/pequeno/coró-coró/ (Crotophaga ani),Biguá/mergulhão/miuá/pata-da-água/corvo-marinho (Phalacrocorax brasilianus),Fragata/tesourão (Fregata magnificens),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Maria-faceira (Syrigma sibilatrix),Garças / Família Ardeidae,Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Urubu-de-cabeça-preta/corvo/apitã (Coragyps atratus),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis),Carcará/carancho (Caracara plancus),Quero-quero/tetéu (Vanellus chilensis)",49
