"","Aeroporto","week","sum_ObxAb","sum_ObxAbxMassxFlock","sum_ObxAbxS","Voos_como_Destino","Voos_como_Origem","Total_Voos","prod_ObxAb","prod_ObxAbxMassxFlock","prod_ObxAbxS","norm_sum_ObxAb","norm_sum_ObxAbxMassxFlock","norm_sum_ObxAbxS","norm_Total_Voos","rel_product_ObxAb","rel_product_ObxAbxMassxFlock","rel_product_ObxAbxS","real_mul_ObxAb","real_mul_ObxAbxMassxFlock","real_mul_ObxAbxS","real_product_ObxAb","real_product_ObxAbxMassxFlock","real_product_ObxAbxS","rel_product_ObxAb_norm","rel_product_ObxAbxMassxFlock_norm","rel_product_ObxAbxS_norm"
"1677","SBJA",41,7.32171756305412,10629.7801008693,289.534529708867,3,3,6,43.9303053783247,63778.6806052158,1737.2071782532,0.828776181685612,0.868979751731635,0.859342839143249,0.137931034482759,0.114313956094567,0.119859276100915,0.118530046778379,43.9303053783247,63778.6806052158,1737.2071782532,0.208842539113195,0.213377499443984,0.213718034088367,0.325471897450918,0.303089912197429,0.374482011460699
"1678","SBJA",42,7.81462420421877,11202.5335340088,305.840461544654,3,3,6,46.8877452253126,67215.2012040527,1835.04276926792,0.997089553178865,0.99950213765736,0.994323271681332,0.137931034482759,0.137529593541912,0.137862363814808,0.137148037473287,46.8877452253126,67215.2012040527,1835.04276926792,0.227080986529425,0.228489268448399,0.229438497346881,0.391570892085215,0.348614584563148,0.433303405649649
"1679","SBJA",43,7.82314746386337,11204.7182348473,306.52622275666,3,3,6,46.9388847831802,67228.3094090838,1839.15733653996,1,1,1,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,46.9388847831802,67228.3094090838,1839.15733653996,0.227396362728203,0.228546910520022,0.230099636130363,0.392713864904943,0.34878823308996,0.43577719438967
"1680","SBJA",44,7.76982018756818,11164.2570390294,304.535045061948,4,4,8,62.1585615005454,89314.0563122352,2436.28036049558,0.981790276461709,0.99077946720177,0.983517039737492,0.206896551724138,0.203129022716216,0.204988855283125,0.203486284083619,62.1585615005454,89314.0563122352,2436.28036049558,0.321255676142269,0.325666859576446,0.326046831435751,0.578343980993056,0.518358329620676,0.642891444316858
"1681","SBJA",45,7.64411476679781,10899.1591245949,296.60839437062,6,6,12,91.7293772015737,130789.909495138,3559.30073244744,0.938865508528281,0.930367411517936,0.917900259925767,0.344827586206897,0.323746727078718,0.320816348799288,0.316517331008885,91.7293772015737,130789.909495138,3559.30073244744,0.503618055470974,0.508052937161196,0.506496505350186,0.921763756200216,0.811253013969551,1
"1682","SBJA",46,7.32119634153759,10451.9779672585,284.211910717312,6,6,12,87.8543560984511,125423.735607102,3410.54292860774,0.828598199602566,0.828461166667273,0.815282222371941,0.344827586206897,0.285723517104333,0.285676264368025,0.281131800817911,87.8543560984511,125423.735607102,3410.54292860774,0.479720910547447,0.484455703301758,0.482593735760667,0.813505003548003,0.722393766263812,0.88820349875255
"1683","SBJA",47,6.96778321665827,9412.40928084084,252.799943346103,6,6,12,83.6133985998993,112948.91137009,3033.59932015324,0.707917832144231,0.591558203831847,0.555254093630936,0.344827586206897,0.244109597291114,0.203985587528223,0.191466928838254,83.6133985998993,112948.91137009,3033.59932015324,0.453567046281845,0.429598862838121,0.42202551017138,0.695022869741224,0.515821351710951,0.604917677739671
"1684","SBJA",48,6.63506146902084,7858.15209887376,209.404498998629,6,6,12,79.6207376282501,94297.8251864851,2512.85398798355,0.594302971971803,0.237365031002562,0.196026794805303,0.344827586206897,0.204932059300622,0.0818500106905387,0.0675954464845871,79.6207376282501,94297.8251864851,2512.85398798355,0.428944419635212,0.347582504145708,0.338350870129754,0.583477542618853,0.206975324401818,0.213560016663636
"1685","SBJA",49,6.09787808413984,7608.64684990355,201.169635913991,7,7,14,85.3702931779577,106521.05589865,2816.37490279587,0.410870372228686,0.180506322678323,0.12785863414754,0.413793103448276,0.170015326439456,0.0746922714530993,0.0529070210265681,85.3702931779577,106521.05589865,2816.37490279587,0.464401765172379,0.401332986267776,0.387121356820838,0.48406347555858,0.188875444045615,0.16715363060193
"1686","SBJA",50,5.69786594762611,7126.0208357784,188.819260191967,7,7,14,79.7701232667655,99764.2917008976,2643.46964268753,0.274277789146904,0.0705226975638559,0.025622277847557,0.413793103448276,0.113494257578029,0.0291818058884921,0.0106023218679546,79.7701232667655,99764.2917008976,2643.46964268753,0.429865676618876,0.371620765189198,0.359338514600076,0.323138071900391,0.0737924612281047,0.033496813062843
"1687","SBJA",51,5.49004911831974,7238.41433722033,194.333276187222,7,7,14,76.8606876564763,101337.800721085,2720.6658666211,0.203314348461776,0.0961355828334143,0.0712672781797654,0.413793103448276,0.0841300752255625,0.0397802411724473,0.0294899082123167,76.8606876564763,101337.800721085,2720.6658666211,0.411923269964955,0.378540119854925,0.371742593621392,0.239533090725163,0.10059288022062,0.093169963610899
"1688","SBJA",52,5.51193460872617,7824.56115766934,212.598518047369,7,7,14,77.1670845221664,109543.856207371,2976.37925266317,0.210787610879962,0.22971013181242,0.222466870544339,0.413793103448276,0.0872224596744672,0.0950524683361737,0.0920552567769678,77.1670845221664,109543.856207371,2976.37925266317,0.413812810720645,0.414625460064479,0.412831249071735,0.248337652028248,0.240360572993147,0.290837966071386
"1689","SBJC",18,2.04406315729799,5391.97487865542,146.287026914508,3,2,5,10.22031578649,26959.8743932771,731.435134572539,0,0,0,0.5,0,0,0,10.22031578649,26959.8743932771,731.435134572539,0.388125850260511,0.386040193326887,0.386126489411005,0,0,0
"1690","SBJC",19,2.53910397262694,6719.18904167547,182.069711991224,4,5,9,22.8519357536424,60472.7013750792,1638.62740792101,0.403791409003583,0.307636931602161,0.306346405396632,1,0.403791409003583,0.307636931602161,0.306346405396632,22.8519357536424,60472.7013750792,1638.62740792101,1,1,1,0.843402797293671,0.796131624910293,0.74776043022378
"1691","SBJC",20,2.82667192093571,7614.74662726687,210.091214513304,3,4,7,19.78670344655,53303.2263908681,1470.63850159313,0.638352809672559,0.515219547415625,0.546246976106955,0.75,0.478764607254419,0.386414660561719,0.409685232080217,19.78670344655,53303.2263908681,1470.63850159313,0.851520516249428,0.868654187913059,0.886326258834997,1,1,1
"1692","SBJC",21,2.64920160476259,7245.69782685202,201.259521897095,1,0,1,2.64920160476259,7245.69782685202,201.259521897095,0.493595070906636,0.429677180754362,0.47063618052962,0,0,0,0,2.64920160476259,7245.69782685202,201.259521897095,0.0213819912327956,0.0248736453655825,0.0273703864952906,0,0,0
"1693","SBJC",22,2.61536820045496,7020.47774214012,195.147294202441,0,1,1,2.61536820045496,7020.47774214012,195.147294202441,0.465998077742168,0.377473084590793,0.418307547862498,0,0,0,0,2.61536820045496,7020.47774214012,195.147294202441,0.0197431052033428,0.0207475810456816,0.0232344003513756,0,0,0
"1694","SBJC",23,2.37050714315567,6429.65740294501,178.059279678249,1,1,2,4.74101428631135,12859.31480589,356.118559356498,0.266271533434328,0.240525965322156,0.272011879618808,0.125,0.033283941679291,0.0300657456652695,0.034001484952351,4.74101428631135,12859.31480589,356.118559356498,0.122709145569712,0.127715915194343,0.132159485525812,0.0695204724304186,0.0778069486845137,0.0829941679364549
"1695","SBJC",24,2.23813342238532,6174.17043050095,167.641101194863,1,1,2,4.47626684477065,12348.3408610019,335.282202389727,0.158297868294437,0.181306262536457,0.182818697991347,0.125,0.0197872335368047,0.0226632828170571,0.0228523372489184,4.47626684477065,12348.3408610019,335.282202389727,0.109884811390116,0.118354799088296,0.118060062531537,0.0413297750856708,0.0586501629728857,0.0557802318938454
"1696","SBJC",25,2.31254403289997,6074.69032847726,159.955334155191,1,1,2,4.62508806579994,12149.3806569545,319.910668310382,0.218992591505413,0.158247622721765,0.117018518371746,0.125,0.0273740739381766,0.0197809528402207,0.0146273147964683,4.62508806579994,12149.3806569545,319.910668310382,0.117093693411368,0.114709819556164,0.107658543619128,0.0571764778001432,0.0511909998742431,0.0357037883015618
"1697","SBJC",26,2.46221269988792,6140.97356656935,156.331071033662,1,1,2,4.92442539977584,12281.9471331387,312.662142067325,0.341073276684057,0.173611512402468,0.085990104011238,0.125,0.0426341595855071,0.0217014390503085,0.0107487630014047,4.92442539977584,12281.9471331387,312.662142067325,0.131593557814197,0.117138456451928,0.102753653683284,0.0890503578157166,0.0561610137119584,0.0262366376909093
"1698","SBJC",27,2.37420966951339,5962.58910277101,150.139401291301,2,3,5,11.8710483475669,29812.945513855,750.697006456505,0.269291584081791,0.132263514002913,0.0329813439109585,0.5,0.134645792040896,0.0661317570014565,0.0164906719554793,11.8710483475669,29812.945513855,750.697006456505,0.468087136689551,0.438308866290999,0.399160499136729,0.281235893382035,0.171141946077622,0.0402520536845965
"1699","SBJC",34,2.20778863199906,5887.9767440006,160.811118897484,0,1,1,2.20778863199906,5887.9767440006,160.811118897484,0.133546443186501,0.114969005135183,0.124345150764837,0,0,0,0,2.20778863199906,5887.9767440006,160.811118897484,0,0,0,0,0,0
"1700","SBJC",45,3.27004470195377,9706.19734898098,263.091678271156,1,0,1,3.27004470195377,9706.19734898098,263.091678271156,1,1,1,0,0,0,0,3.27004470195377,9706.19734898098,263.091678271156,0.0514555560806399,0.0699503502268548,0.0692106049536467,0,0,0
"1701","SBJD",7,4.89376141939966,12426.0263969041,342.387117511558,0,2,2,9.78752283879932,24852.0527938082,684.774235023116,0,0.188385687696495,0.183435949821645,0.0384615384615385,0,0.00724560337294212,0.00705522883929405,9.78752283879932,24852.0527938082,684.774235023116,0.0288758397276478,0.0315911936357727,0.0313156627193118,0,0.00897074703316644,0.00873504522960215
"1702","SBJD",12,4.97985569290816,12182.6109296012,337.083667124556,1,0,1,4.97985569290816,12182.6109296012,337.083667124556,0.0366724367479598,0.151744204599918,0.155084764430546,0,0,0,0,4.97985569290816,12182.6109296012,337.083667124556,0,0,0,0,0,0
"1703","SBJD",13,4.98583168421586,12126.1498605226,336.088241617512,1,1,2,9.97166336843173,24252.2997210453,672.176483235025,0.0392179505702765,0.143245084428215,0.149763418696381,0.0384615384615385,0.0015083827142414,0.00550942632416211,0.00576013148832235,9.97166336843173,24252.2997210453,672.176483235025,0.0299818256995705,0.0300957121727074,0.0301810131704273,0.00186752145572745,0.00682119449658166,0.00713159136649433
"1704","SBJD",15,5.47204684953597,13293.2973890303,367.658456076375,2,1,3,16.4161405486079,39879.892167091,1102.97536822913,0.246324581121502,0.31893653456854,0.318531473009402,0.0769230769230769,0.018948044701654,0.0245335795821954,0.0245024210007233,16.4161405486079,39879.892167091,1102.97536822913,0.0686886838360143,0.0690630403561792,0.0689820443973279,0.0234594839163335,0.0303749080541466,0.0303363307628002
"1705","SBJD",16,5.89883227270944,14572.7516146475,404.603703811621,2,2,4,23.5953290908377,58291.0064585899,1618.41481524648,0.428116711985299,0.511533582325002,0.516033380527788,0.115384615384615,0.0493980821521499,0.0590231056528848,0.0595423131378217,23.5953290908377,58291.0064585899,1618.41481524648,0.111808369835318,0.114971067155392,0.115406449789117,0.0611595302836141,0.0730762260464288,0.0737190543611126
"1706","SBJD",17,5.98855464869884,14767.7371481932,410.105684613979,4,4,8,47.9084371895908,118141.897185546,3280.84547691183,0.466334563466716,0.540884877091342,0.545445869824984,0.269230769230769,0.125551613241039,0.145622851524592,0.146850811106726,47.9084371895908,118141.897185546,3280.84547691183,0.257837907953525,0.264208981381937,0.265137626592691,0.155444854488905,0.180294959030447,0.181815289941661
"1707","SBJD",18,6.02975376967962,14828.470813057,411.33752193602,3,3,6,36.1785226180777,88970.8248783418,2468.02513161612,0.483883607051943,0.550027153788696,0.552031025853683,0.192307692307692,0.0930545398176813,0.105774452651672,0.10615981266417,36.1785226180777,88970.8248783418,2468.02513161612,0.18738562352791,0.191471049932604,0.191928830799009,0.115210382631415,0.130958846140166,0.131435958536591
"1708","SBJD",19,5.93696762058939,14361.3130188275,397.66417165473,5,5,10,59.3696762058939,143613.130188275,3976.6417165473,0.444360720744499,0.479705597766153,0.478936029114884,0.346153846153846,0.153817172565403,0.166051937688284,0.165785548539767,59.3696762058939,143613.130188275,3976.6417165473,0.32667647162112,0.327721380945837,0.327806339447009,0.190440308890499,0.205588113328351,0.205258298192093
"1709","SBJD",20,5.55550403518114,13470.9964293948,372.766258918773,4,5,9,49.9995363166302,121238.967864553,3354.89633026895,0.281873732499532,0.345685682664745,0.345836765745033,0.307692307692308,0.0867303792306254,0.106364825435306,0.106411312536933,49.9995363166302,121238.967864553,3354.89633026895,0.270397480281368,0.271931512537837,0.271807210878007,0.107380469523631,0.131689783872284,0.131747339331441
"1710","SBJD",21,5.48099395045441,13279.1408760459,366.977248042861,6,6,12,65.7719274054529,159349.69051255,4403.72697651433,0.250135659130966,0.316805545782268,0.314889871063734,0.423076923076923,0.105826625016947,0.134033115523267,0.133222637757733,65.7719274054529,159349.69051255,4403.72697651433,0.365129711815297,0.366960420020611,0.366272893297901,0.131023440497173,0.165945762076426,0.164942313414337
"1711","SBJD",22,5.42590970392953,13051.5292332098,360.267967179538,7,7,14,75.9627358550134,182721.409264937,5043.75154051353,0.226672152626165,0.282543022303487,0.279023397029542,0.5,0.113336076313083,0.141271511151743,0.139511698514771,75.9627358550134,182721.409264937,5043.75154051353,0.426337807666142,0.425237690686604,0.423918383940377,0.140320856387626,0.174907585235492,0.172728769589716
"1712","SBJD",23,5.53683183145445,13425.8569229729,371.374027518627,8,8,16,88.5893093032712,214813.710767566,5941.98444029803,0.273920181325837,0.338890804426835,0.338394175044162,0.576923076923077,0.158030873841829,0.195513925630866,0.195227408679324,88.5893093032712,214813.710767566,5941.98444029803,0.502175610104872,0.505259693380454,0.50482008542469,0.195657272375598,0.242064860304882,0.241710125031544
"1713","SBJD",24,5.83907616629544,14383.6228644277,398.700144973704,5,8,13,75.9079901618408,186987.09723756,5183.10188465815,0.402663195235951,0.483063912829304,0.484474135344455,0.461538461538462,0.185844551647362,0.222952575151986,0.223603447082056,75.9079901618408,186987.09723756,5183.10188465815,0.426008993749983,0.435874163561834,0.436469338093169,0.230093254420543,0.276036521616745,0.276842363053974
"1714","SBJD",25,5.94723577217113,14320.928520933,396.258165077904,11,11,22,130.839186987765,315060.427460527,8717.67963171388,0.448734509198185,0.473626493946828,0.471419799073704,0.807692307692308,0.362439411275457,0.38254447588013,0.380762145405684,130.839186987765,315060.427460527,8717.67963171388,0.755937083083056,0.755224409454078,0.754820351325934,0.448734509198185,0.473626493946828,0.471419799073703
"1715","SBJD",26,6.02092594305496,14385.1861218347,398.136303139005,6,7,13,78.2720372597145,187007.419583851,5175.77194080706,0.480123334732754,0.483299230948108,0.48145994963132,0.461538461538462,0.221595385261271,0.223061183514511,0.222212284445225,78.2720372597145,187007.419583851,5175.77194080706,0.440207947844622,0.435924837236624,0.435809147479487,0.27435619127586,0.276170989113204,0.275119971217897
"1716","SBJD",27,6.18122033680226,14944.9389478604,414.514699295092,8,7,15,92.7183050520339,224174.084217907,6217.72048942638,0.548401813384069,0.567559175233257,0.569015580766879,0.538461538461538,0.295293284129883,0.305608786664061,0.30639300502832,92.7183050520339,224174.084217907,6217.72048942638,0.526975209548712,0.528599740506625,0.529654975730309,0.365601208922712,0.378372783488838,0.379343720511253
"1717","SBJD",28,6.69417472902219,16244.4604593394,450.628534275006,9,11,20,133.883494580444,324889.209186788,9012.57068550011,0.766898198064252,0.763176964127689,0.762072921928858,0.730769230769231,0.560425606277723,0.557706243016388,0.556899442948012,133.883494580444,324889.209186788,9012.57068550011,0.774221821909658,0.779732430410807,0.781380487354721,0.693860274439085,0.690493443734576,0.689494548411824
"1718","SBJD",29,7.15900631929661,17545.2125843457,487.612255075291,10,11,21,150.339132705229,368449.464271259,10239.8573565811,0.964896350532663,0.95897999804891,0.959780498760597,0.769230769230769,0.742227961948202,0.737676921576085,0.738292691354306,150.339132705229,368449.464271259,10239.8573565811,0.87305777595726,0.888349721365425,0.89191927960258,0.918948905269203,0.913314283856105,0.914076665486283
"1719","SBJD",30,7.24141761961893,17817.7152807396,495.135825129618,10,12,22,159.311187631616,391989.736176271,10892.9881528516,1,1,1,0.807692307692308,0.807692307692308,0.807692307692308,0.807692307692308,159.311187631616,391989.736176271,10892.9881528516,0.926945786965559,0.947047278523877,0.950745217422007,1,1,1
"1720","SBJD",31,6.99810024097628,17214.0710346287,477.97365350732,9,9,18,125.965804337573,309853.278623317,8603.52576313175,0.896357320709937,0.909133052696708,0.908254461931024,0.653846153846154,0.586079786618036,0.594433149840155,0.593858686647208,125.965804337573,309853.278623317,8603.52576313175,0.72666654249276,0.742240408345765,0.744538783815406,0.725622592955663,0.73596485218305,0.7352536120394
"1721","SBJD",32,6.35090032904068,15304.6696020106,423.698245326951,14,13,27,171.474308884098,413226.079254287,11439.8526238277,0.620678151044827,0.621709656422536,0.618108981684714,1,0.620678151044827,0.621709656422536,0.618108981684714,171.474308884098,413226.079254287,11439.8526238277,1,1,1,0.768458663198358,0.769735765094568,0.765277786847741
"1722","SBJD",33,5.88882521455378,13862.0401053309,382.076106265748,9,10,19,111.887679076522,263378.762001288,7259.44601904922,0.423854138038263,0.404549732680143,0.395605348240653,0.692307692307692,0.293437480180336,0.280072891855484,0.273880625705067,111.887679076522,263378.762001288,7259.44601904922,0.642110420704818,0.626356419968715,0.623480717190407,0.36330354688994,0.346756913725837,0.339090298491988
"1723","SBJD",34,5.85860828569061,13544.1603524989,372.959118102233,6,8,14,82.0205159996686,189618.244934984,5221.42765343126,0.410983033291176,0.356699093938077,0.346867752379331,0.5,0.205491516645588,0.178349546969038,0.173433876189666,82.0205159996686,189618.244934984,5221.42765343126,0.462722083709855,0.4424349179569,0.439921248956356,0.254418068227871,0.22081372481881,0.214727656234824
"1724","SBJD",35,5.74723134151334,13174.0755245741,362.71847055684,11,10,21,120.69185817178,276655.586016055,7617.08788169365,0.363541272369423,0.300989992470697,0.29212329812821,0.769230769230769,0.279647132591864,0.231530763438998,0.224710229329392,120.69185817178,276655.586016055,7617.08788169365,0.694990134872521,0.659462118137121,0.655692669365501,0.346229783208974,0.286657135686378,0.278212664884009
"1725","SBJD",36,5.66629518094272,13073.033250321,360.480836269344,8,9,17,96.3270180760262,222241.565255458,6128.17421657884,0.329065968633269,0.285780035498343,0.28016135262236,0.615384615384615,0.20250213454355,0.175864637229749,0.172406986229145,96.3270180760262,222241.565255458,6128.17421657884,0.548649883718477,0.523781013572804,0.521589755856173,0.250716928482491,0.217737169903499,0.213456268664655
"1726","SBJD",37,5.65595619450227,12868.5689062912,354.67099869179,11,10,21,118.775080084548,270239.947032116,7448.09097252759,0.324662007593538,0.255001889439536,0.249103122558195,0.769230769230769,0.249740005841183,0.196155299568874,0.191617786583227,118.775080084548,270239.947032116,7448.09097252759,0.683477570636934,0.643464752537975,0.640471519594206,0.309201911993846,0.242858942323368,0.237241069103043
"1727","SBJD",38,5.87526626796131,13299.2658778129,366.392578332032,12,12,24,141.006390431071,319182.381067511,8793.42187996877,0.418078613244125,0.319834974931687,0.311764343689158,0.884615384615385,0.369838773254419,0.282930939362646,0.275791534801947,141.006390431071,319182.381067511,8793.42187996877,0.817003402401401,0.765502481365341,0.761642275527928,0.45789562402928,0.350295448734705,0.341456185945268
"1728","SBJD",39,6.43558268119791,14088.5921203344,387.737329882761,13,13,26,167.325149711146,366303.395128694,10081.1705769518,0.656749170365848,0.438652749716096,0.425869117785807,0.961538461538462,0.631489586890239,0.421781490111631,0.409489536332507,167.325149711146,366303.395128694,10081.1705769518,0.975079294874837,0.882998508062962,0.87762673868345,0.781844250435534,0.522205654423924,0.506987044983104
"1729","SBJD",40,6.88043612978995,14565.4441456884,400.906560282468,9,11,20,137.608722595799,291308.882913768,8018.13120564936,0.846237498576125,0.510433584435348,0.496269190431956,0.730769230769231,0.618404325882553,0.3730091578566,0.362658254546429,137.608722595799,291308.882913768,8018.13120564936,0.796596309131027,0.696000044958184,0.69181368796182,0.765643451092684,0.461820862108172,0.449005458009865
"1730","SBJD",41,7.02406492654589,14798.5601953554,407.800751355766,8,10,18,126.433168677826,266374.083516398,7340.41352440379,0.907417153732842,0.545524689729769,0.533124157477518,0.653846153846154,0.593311215902243,0.356689220207926,0.348581179889146,126.433168677826,266374.083516398,7340.41352440379,0.729473629043063,0.633825240063511,0.630773267874864,0.734575791117063,0.441615225019337,0.431576698910372
"1731","SBJD",42,7.15348264977228,14972.2796473527,412.134835445846,7,9,16,114.455722396357,239556.474357643,6594.15736713353,0.962543506226152,0.57167478789088,0.556293304461454,0.576923076923077,0.555313561284319,0.329812377629354,0.320938444881608,114.455722396357,239556.474357643,6594.15736713353,0.657534618151718,0.566955657893821,0.56355975022171,0.687531075875823,0.408339134207772,0.39735236032961
"1732","SBJD",43,7.11572898664631,15316.0255761247,423.23029872788,11,11,22,156.546037706219,336952.562674743,9311.06657201336,0.946462078663444,0.623419078334611,0.615607432727845,0.807692307692308,0.764450140458936,0.503530794039493,0.49722138797249,156.546037706219,336952.562674743,9311.06657201336,0.910337726622418,0.809812345534094,0.808265302095735,0.946462078663444,0.623419078334611,0.615607432727845
"1733","SBJD",44,6.7975698369947,14965.4227037484,414.745399803533,2,4,6,40.7854190219682,89792.5362224904,2488.4723988212,0.810940041994747,0.570642607865698,0.570248859558488,0.192307692307692,0.155950008075913,0.109738963051096,0.109663242222786,40.7854190219682,89792.5362224904,2488.4723988212,0.215055592800702,0.193519983300304,0.193770467537089,0.193080962379702,0.135867287587071,0.135773537990116
"1734","SBJD",45,6.48442310024122,14433.0396468317,400.10772780417,10,10,20,129.688462004824,288660.792936633,8002.1545560834,0.677553076422772,0.490502652105835,0.491998791722437,0.730769230769231,0.495134940462795,0.358444245769649,0.359537578566396,129.688462004824,288660.792936633,8002.1545560834,0.749025591673675,0.689397045068428,0.690374709124355,0.613024212001555,0.443788113810041,0.445141763939348
"1735","SBJD",46,6.14500347973966,13722.6565361503,379.774130902379,11,12,23,141.335080034012,315621.100331456,8734.80501075472,0.532974998734111,0.383568236513677,0.383299448207616,0.846153846153846,0.45097884508271,0.324557738588496,0.324330302329521,141.335080034012,315621.100331456,8734.80501075472,0.818977579898853,0.756622444617876,0.756362793495776,0.558354760578593,0.401833390633375,0.401551802884169
"1736","SBJD",47,5.707497720071,12645.2046542548,347.641796310107,12,10,22,125.564949841562,278194.502393605,7648.11951882235,0.346616468201491,0.221378728364114,0.211526412052318,0.807692307692308,0.279959455085819,0.1788058959864,0.170848255888411,125.564949841562,278194.502393605,7648.11951882235,0.724258927774504,0.663299398878728,0.65848761513531,0.346616468201491,0.221378728364114,0.211526412052318
"1737","SBJD",48,5.5957573500178,12517.7197722251,344.201452413489,9,8,17,95.1278749503026,212801.236127827,5851.42469102931,0.299019903575563,0.202188349043859,0.193135021447211,0.615384615384615,0.184012248354192,0.124423599411605,0.118852320890592,95.1278749503026,212801.236127827,5851.42469102931,0.54144758296467,0.500241597341773,0.496663584139121,0.227824688438524,0.154048265938178,0.147150492531209
"1738","SBJD",49,5.41207673225823,12174.864780146,334.65033753667,11,12,23,124.477764841939,280021.889943358,7696.9577633434,0.220779905000638,0.150578171859791,0.14207667097635,0.846153846153846,0.18681376576977,0.127412299265977,0.120218721595373,124.477764841939,280021.889943358,7696.9577633434,0.717729070600378,0.667855981129989,0.662886359692771,0.231293233810192,0.157748560995972,0.148842226737128
"1739","SBJD",50,5.25297439358399,11744.5490205602,322.71446826286,9,9,18,94.5535390845119,211401.882370084,5808.86042873148,0.153009190251444,0.0858024704396609,0.0782699003096438,0.653846153846154,0.100044470549021,0.0561016152874706,0.0511764732793825,94.5535390845119,211401.882370084,5808.86042873148,0.537998003385397,0.49675231533554,0.492829922242363,0.123864582584502,0.0694591427368683,0.0633613478697116
"1740","SBJD",51,5.14839246983481,11412.2793461861,314.352102598147,4,7,11,56.6323171681829,125535.072808047,3457.87312857962,0.108461814132482,0.0357857077746349,0.03356636544685,0.384615384615385,0.041716082358647,0.013763733759475,0.0129101405564808,56.6323171681829,125535.072808047,3457.87312857962,0.310235329077064,0.282643829986717,0.281082086245786,0.0516484829202296,0.0170408132260166,0.015983983546119
"1741","SBJD",52,5.0538555458506,11174.5489367,308.07308634667,8,8,16,80.8616887336096,178792.7829872,4929.16938154672,0.0681931734450673,0,0,0.576923076923077,0.0393422154490773,0,0,80.8616887336096,178792.7829872,4929.16938154672,0.455761928318202,0.415441679560559,0.413598241333281,0.0487094096036195,0,0
"1742","SBJE",1,4.2291964504753,9029.65604433615,224.485244999236,25,24,49,207.230626073289,442453.146172471,10999.7770049625,0.229742718860807,0.271079513771117,0.275967114992201,0.594936708860759,0.136682377043771,0.161275153762564,0.164182967147259,207.230626073289,442453.146172471,10999.7770049625,0.556143233689282,0.573358004720041,0.551227930511955,0.278159974640375,0.373773094159865,0.369402777104219
"1743","SBJE",2,5.02149739599929,11001.6033711451,278.290816613255,20,20,40,200.859895839972,440064.134845802,11131.6326645302,0.441147307422373,0.464444024719184,0.465443658879618,0.481012658227848,0.212197439013293,0.223403454928215,0.223884291612981,200.859895839972,440064.134845802,11131.6326645302,0.538304152207491,0.57014625515589,0.558073344489619,0.43183938947585,0.517762337510827,0.503727521245658
"1744","SBJE",3,6.03695733814572,13312.3209678488,341.766268738224,20,20,40,241.478293525829,532492.838713954,13670.650749529,0.712095982269959,0.691027550532103,0.688972727144297,0.481012658227848,0.342527181345044,0.332392998990126,0.331404602930168,241.478293525829,532492.838713954,13670.650749529,0.652042276322097,0.694405962947824,0.689888921807871,0.697071225546983,0.770357719779496,0.745642393937995
"1745","SBJE",4,6.4359982817344,14250.2014725947,367.788168452195,20,20,40,257.439931269376,570008.058903789,14711.5267380878,0.818569522375094,0.78299390412705,0.780608955053145,0.481012658227848,0.393742301901944,0.376629979200353,0.375482788506576,257.439931269376,570008.058903789,14711.5267380878,0.696737459740917,0.744840839814526,0.743927004545141,0.801298244007079,0.872881838242333,0.844815922377373
"1746","SBJE",5,7.1159624203899,16463.2476440963,429.175297103323,16,17,33,234.826759872867,543287.172255179,14162.7848044097,1,1,0.996783983532114,0.392405063291139,0.392405063291139,0.392405063291139,0.391143082145513,234.826759872867,543287.172255179,14162.7848044097,0.633416899564892,0.708917696592329,0.715438536812721,0.798576852514521,0.909442348982419,0.880050734252239
"1747","SBJE",6,7.02393215698376,16375.8759332772,430.088547898512,11,10,21,147.502575296659,343893.394598822,9031.85950586874,0.9754441540421,0.991432535796696,1,0.240506329113924,0.234600492744302,0.238445799748573,0.240506329113924,147.502575296659,343893.394598822,9031.85950586874,0.388894970848001,0.440855812023955,0.44906159196149,0.477431462078515,0.552624643549624,0.541126204681996
"1748","SBJE",7,6.07601822016868,13687.3297219252,358.28558256177,12,12,24,145.824437284048,328495.913326204,8598.85398148247,0.722518347331578,0.727800025814471,0.747145559376813,0.278481012658228,0.201207641029047,0.202678488201498,0.208065851978353,145.824437284048,328495.913326204,8598.85398148247,0.384195911297797,0.420155678368542,0.426581691752746,0.409474239010097,0.469729923595352,0.468136889452252
"1749","SBJE",8,5.71471384953156,11871.9428158974,306.937162871064,32,32,64,365.74168637002,759804.340217436,19643.9784237481,0.626113815377472,0.549787461029776,0.56632188619163,0.784810126582278,0.491380462701307,0.431478766884128,0.444455151188368,365.74168637002,759804.340217436,19643.9784237481,1,1,1,1,1,1
"1750","SBJE",9,5.35104374860285,10701.2728484748,270.959800546301,29,31,60,321.062624916171,642076.370908485,16257.5880327781,0.529078050756328,0.434994320941905,0.439627455354933,0.734177215189873,0.388437049922367,0.319362919172538,0.322764460893495,321.062624916171,642076.370908485,16257.5880327781,0.874891356466989,0.841728354363425,0.824192270607277,0.790501616175334,0.740159061542655,0.726202542664877
