"","Aeroporto","week","sum_ObxAb","sum_ObxAbxMassxFlock","sum_ObxAbxS","Voos_como_Destino","Voos_como_Origem","Total_Voos","prod_ObxAb","prod_ObxAbxMassxFlock","prod_ObxAbxS","norm_sum_ObxAb","norm_sum_ObxAbxMassxFlock","norm_sum_ObxAbxS","norm_Total_Voos","rel_product_ObxAb","rel_product_ObxAbxMassxFlock","rel_product_ObxAbxS","real_mul_ObxAb","real_mul_ObxAbxMassxFlock","real_mul_ObxAbxS","real_product_ObxAb","real_product_ObxAbxMassxFlock","real_product_ObxAbxS","rel_product_ObxAb_norm","rel_product_ObxAbxMassxFlock_norm","rel_product_ObxAbxS_norm"
"552","SBCF",33,4.88224353080108,10628.7191970422,285.471673915724,236,241,477,2328.83016419212,5069899.05698911,136169.9884578,0.311421160275588,0.246515646994865,0.236697092258519,0.183861082737487,0.0572582317156342,0.0453246337682081,0.0435193836634662,2328.83016419212,5069899.05698911,136169.9884578,0.16883331578033,0.181318381489133,0.180417274470924,0.11444860854138,0.144874998324647,0.141621388293699
"553","SBCF",34,4.65345527014908,10154.8625004342,272.467646542224,256,261,517,2405.83637466708,5250063.91272447,140865.77326233,0.240693652621151,0.187086629087037,0.17871073036167,0.204290091930541,0.0491713284210728,0.0382199446551658,0.0365088315345598,2405.83637466708,5250063.91272447,140865.77326233,0.176111525687503,0.189765574112585,0.188564443421655,0.098284385481405,0.122165673664398,0.118807551294566
"554","SBCF",35,4.75475166563057,10411.6766498135,279.858247548815,265,265,530,2520.0183827842,5518188.62440118,148324.871200872,0.272008378151066,0.219295127545963,0.211666218095934,0.210929519918284,0.0573745966171554,0.0462558159736889,0.0446466537658942,2520.0183827842,5518188.62440118,148324.871200872,0.186903390623763,0.202336844338381,0.201505950252787,0.114681200444118,0.147851415545112,0.145289766461055
"555","SBCF",36,4.97948898917225,10925.0721658827,295.596214692372,318,317,635,3161.97550812438,6937420.82533554,187703.596329656,0.341483580793605,0.283682929885111,0.281843512567548,0.264555669050051,0.0903414171864592,0.0750499273138344,0.0745632990347242,3161.97550812438,6937420.82533554,187703.596329656,0.24757770092696,0.268878832950792,0.269827890044215,0.18057577366336,0.23988849307555,0.242644932812333
"556","SBCF",37,5.30151640411277,11267.8333013023,304.767495376874,334,334,668,3541.41295794733,7526912.64526997,203584.686911752,0.441035001789753,0.32667052043891,0.322739243217336,0.281409601634321,0.124111484160446,0.09192822102239,0.0908219218655526,3541.41295794733,7526912.64526997,203584.686911752,0.283440073447574,0.296517691442983,0.297381522393249,0.248075887790474,0.293838024918542,0.295553971112398
"557","SBCF",38,5.68293867400455,11896.2185578592,321.05166161749,309,302,611,3472.27552981678,7268589.53885198,196162.565248286,0.558947723519723,0.405479829101756,0.39535209842718,0.252298263534219,0.141021540050431,0.102301856780525,0.0997466479177869,3472.27552981678,7268589.53885198,196162.565248286,0.276905578226051,0.284405978367229,0.284504169260115,0.281875960006767,0.326996162958136,0.324596939722255
"558","SBCF",39,6.20685306891983,12266.1654339575,329.23179294824,306,302,608,3773.76666590326,7457828.58384614,200172.93011253,0.720910401460627,0.45187693540408,0.431828187109925,0.25076608784474,0.180779881060862,0.113315411278551,0.108287865102642,3773.76666590326,7457828.58384614,200172.93011253,0.305400887371316,0.293278622581991,0.291462137195857,0.361345525695697,0.362199727924814,0.352391888400553
"559","SBCF",40,6.77521904971386,12723.4215920301,341.62149090695,362,373,735,4979.78600153969,9351714.87014211,251091.795816608,0.896614824155095,0.5092239869517,0.487075187826832,0.315628192032686,0.282996915897778,0.160725446341242,0.153734660917764,4979.78600153969,9351714.87014211,251091.795816608,0.41938730252838,0.382075198373421,0.379806177423278,0.565658461247223,0.513740472531921,0.50028548833315
"560","SBCF",41,6.74088959473806,12810.4434553518,345.158974891433,402,403,805,5426.41612376414,10312406.9815582,277852.974787604,0.886002230735072,0.520137885416656,0.502849210799638,0.351378958120531,0.311322540728156,0.182765508256721,0.176690631782508,5426.41612376414,10312406.9815582,277852.974787604,0.461600362492846,0.427118119113097,0.42623672215078,0.622276143120497,0.584189004988015,0.5749891304765
"561","SBCF",42,6.84631683461616,12878.4596324546,345.909773202396,428,433,861,5894.67879460451,11088353.7435434,297828.314727263,0.918593963782103,0.528668174501936,0.506197101519995,0.379979570990807,0.349046940272668,0.200883106143739,0.192344557472358,5894.67879460451,11088353.7435434,297828.314727263,0.505858013779009,0.463499086629097,0.460893861715543,0.697680236236241,0.642099830632004,0.62593035486484
"562","SBCF",43,6.88283274353921,13183.2115648677,355.323016178474,424,428,852,5864.17349749541,11232096.2532673,302735.20978406,0.929882476665166,0.56688881837691,0.54817176814875,0.37538304392237,0.349062114580642,0.21280045020788,0.205774386919985,5864.17349749541,11232096.2532673,302735.20978406,0.5029748183293,0.470238584534281,0.46940730615888,0.697710566869604,0.680192255386194,0.669633894088382
"563","SBCF",44,6.60171625692376,12872.30538638,348.093986236219,423,424,847,5591.65366961443,10902842.6622638,294835.606342077,0.842978243020395,0.527896336090042,0.515936743232621,0.372829417773238,0.314287087540801,0.196815283629076,0.192356395587239,5591.65366961443,10902842.6622638,294835.606342077,0.47721772031148,0.454801231373381,0.455701523938297,0.628201723556652,0.629097502074633,0.625968878624212
"564","SBCF",45,6.43155824347952,12473.9871173904,336.127505217156,537,539,1076,6920.35666998397,13422010.1383121,361673.19561366,0.790375665580258,0.477941014765587,0.462576912537616,0.489785495403473,0.387114536921076,0.234088576690602,0.226563462269445,6920.35666998397,13422010.1383121,361673.19561366,0.602799530938617,0.57291468271249,0.571664489602703,0.77377031684792,0.748237312391872,0.737285994474271
"565","SBCF",46,6.04249566963837,11851.71593419,319.054992100424,523,528,1051,6350.66294878993,12456153.4468337,335326.796697546,0.670101023468003,0.399898506229426,0.386448733501871,0.477017364657814,0.319649824269211,0.190758531572157,0.184342756430412,6350.66294878993,12456153.4468337,335326.796697546,0.548955166177974,0.527629615953671,0.525953586708289,0.638920841806556,0.609737788136595,0.599890781759361
"566","SBCF",47,5.73044250066466,11259.0701110784,299.734633769694,535,542,1077,6171.68657321583,12126018.5096314,322814.200569961,0.573633036717799,0.325571479753238,0.300297169992742,0.490296220633299,0.281250109933139,0.159626466069003,0.147234567514317,6171.68657321583,12126018.5096314,322814.200569961,0.532039288590713,0.512150940077089,0.504244279551505,0.562166919401546,0.510227708018179,0.479132793273093
"567","SBCF",48,5.60324206660976,11101.1159218405,295.942047998527,554,551,1105,6191.58248360378,12266733.0936338,327015.963038372,0.534310347487035,0.305761561674567,0.283385620613823,0.504596527068437,0.269611145718688,0.154286222132008,0.142995399982869,6191.58248360378,12266733.0936338,327015.963038372,0.533919742273665,0.518748470939284,0.511534321609643,0.538902783935008,0.493158230184515,0.465337634875268
"568","SBCF",49,5.16410416055831,10219.6575115856,271.968069215171,601,604,1205,6222.74551347276,12314687.3014606,327721.523404282,0.398555438021424,0.195212933739096,0.176483061128908,0.555669050051072,0.221464921638054,0.108473785448486,0.0980661749276054,6222.74551347276,12314687.3014606,327721.523404282,0.536865103061203,0.520996847455143,0.512758466187235,0.442667392316278,0.346724025735881,0.319128320963774
"569","SBCF",50,5.16112072177234,10259.4595824357,272.891174977649,617,612,1229,6343.01736705821,12608875.8268135,335383.254047531,0.397633138997123,0.200204733999072,0.180599289376872,0.567926455566905,0.225826379246579,0.113701564967808,0.102567114293709,6343.01736705821,12608875.8268135,335383.254047531,0.548232547205261,0.534790143218191,0.526051539997885,0.451385138910112,0.363434023945167,0.333775340934978
"570","SBCF",51,5.37930106589005,10590.5239197104,284.356680280451,668,661,1329,7149.09111656788,14074806.2892951,377910.02809272,0.465081319750177,0.241725363694468,0.231725215270675,0.61899897854954,0.287884861867832,0.149627753216392,0.14343767155672,7149.09111656788,14074806.2892951,377910.02809272,0.624418271881337,0.603521622166331,0.599835332803185,0.575428560639682,0.478267968085612,0.466776881229857
"571","SBCF",52,5.32115752427902,10614.4426061176,286.048779205948,585,584,1169,6220.43314588218,12408283.4065515,334391.022891754,0.447106849501438,0.244725139898963,0.239270467048527,0.537282941777324,0.240222883388924,0.131486643091782,0.128555940416267,6220.43314588218,12408283.4065515,334391.022891754,0.536646550601564,0.525385185709462,0.524330022679524,0.480161086360506,0.420281988268307,0.418348543167391
"572","SBCG",1,5.32159576406105,7744.29347940629,200.840191423488,113,109,222,1181.39425962155,1719233.1524282,44586.5224960144,0.298017509768441,0.164718123086694,0.163008986334119,0.909502262443439,0.271047599382157,0.149811505612785,0.148257041869493,1181.39425962155,1719233.1524282,44586.5224960144,0.869511573724842,0.820033107522087,0.812638312664211,0.507670877304821,0.336087138472771,0.331768630879128
"573","SBCG",2,5.53375616409738,8248.03094834372,215.689000608941,121,121,242,1339.16899171157,1996023.48949918,52196.7381473637,0.3490379522843,0.246465682732088,0.253554146140164,1,0.3490379522843,0.246465682732088,0.253554146140164,1339.16899171157,1996023.48949918,52196.7381473637,1,0.970391622034676,0.970510758459456,0.65374644104121,0.552921123797159,0.567401796622239
"574","SBCG",3,5.54457175445481,8508.41757830869,222.482415992929,120,121,241,1336.24179282361,2050528.63637239,53618.2622542958,0.351638891036357,0.288721764275565,0.294979076172575,0.995475113122172,0.350047764832572,0.287415330953051,0.293644329221568,1336.24179282361,2050528.63637239,53618.2622542958,0.997579044684634,1,1,0.655637815189011,0.644787566469607,0.657115344018655
"575","SBCG",4,5.19786053100615,8083.64264971202,212.017864951897,121,121,242,1257.88224850349,1956241.52123031,51308.323318359,0.268261597052482,0.219788409199614,0.231168272593996,1,0.268261597052482,0.219788409199614,0.231168272593996,1257.88224850349,1956241.52123031,51308.323318359,0.93277136929503,0.948781194024105,0.952080765360527,0.502452708060367,0.493073327146891,0.517306836384308
"576","SBCG",5,5.35135028918979,8454.66980363916,222.286271371295,120,120,240,1284.32406940555,2029120.7528734,53348.7051291108,0.305172893330397,0.279999464096322,0.293783024294672,0.990950226244344,0.302411147689398,0.277465532294545,0.291124354391553,1284.32406940555,2029120.7528734,53348.7051291108,0.954640217060789,0.988370773359252,0.994408089785612,0.566414655596249,0.622466187708748,0.651476160957523
"577","SBCG",6,5.36201899477306,8523.73389518394,222.725229970123,119,120,239,1281.52253975076,2037172.40094896,53231.3299628593,0.307738509156142,0.291207327896528,0.296459708733314,0.986425339366516,0.303561063330493,0.287254287246349,0.292435368795758,1281.52253975076,2037172.40094896,53231.3299628593,0.952323197149082,0.992744603229293,0.991973164755797,0.568568442177173,0.644426281010703,0.654409940348107
"578","SBCG",7,5.18759049470465,8245.96231734555,214.452809666805,118,118,236,1224.2713567503,1946047.10689355,50610.8630813661,0.265791853421406,0.246129981009791,0.246016093424388,0.972850678733032,0.258575785002725,0.239447719081924,0.239336923467165,1224.2713567503,1946047.10689355,50610.8630813661,0.904973303581464,0.943243367045672,0.937612088189797,0.484311227700761,0.53717702382672,0.535586589454698
"579","SBCG",8,5.21798058237101,8648.53756625195,227.307033674078,99,98,197,1027.94217472709,1703761.90055163,44779.4856337933,0.273100077390479,0.311460726092452,0.324398659486414,0.796380090497738,0.217491464347169,0.248041121231998,0.258344633799135,1027.94217472709,1703761.90055163,44779.4856337933,0.742598215665095,0.811628787940607,0.816641295484295,0.407360488575151,0.556455462599167,0.578121918323164
"580","SBCG",9,5.05232934914354,8318.83836598601,218.286914386357,120,119,239,1207.50671444531,1988202.36947066,52170.5725383393,0.233264183316391,0.257956457101641,0.269395720720361,0.986425339366516,0.230097701189924,0.25445478573827,0.26573876523547,1207.50671444531,1988202.36947066,52170.5725383393,0.89110801753429,0.966143019999802,0.969967957981566,0.430971910820034,0.570843877842846,0.594668456903993
"581","SBCG",10,4.67993952192032,7756.70706356029,203.510450289347,117,120,237,1109.14566669512,1838339.57406379,48231.9767185753,0.143711685441769,0.166732625230405,0.179291707238741,0.97737556561086,0.140460289843538,0.162960393890351,0.175235333771801,1109.14566669512,1838339.57406379,48231.9767185753,0.80975799299186,0.884734299101059,0.88826255256972,0.263081461462495,0.365585355029832,0.392140474637925
"582","SBCG",11,4.35895538143738,7283.75507295559,191.445923692571,114,113,227,989.482871586286,1653412.40156092,43458.2246782137,0.0665212536495593,0.089980996762267,0.105724562894294,0.932126696832579,0.0620062364335259,0.0838736892897149,0.0985486875847268,989.482871586286,1653412.40156092,43458.2246782137,0.710790245681539,0.784277848038556,0.789231993547611,0.116137388858388,0.188162238348995,0.220531603373692
"583","SBCG",12,4.08233732229723,6762.63853788871,176.492025435419,67,73,140,571.527225121612,946769.395304419,24708.8835609587,0,0.00541312627520396,0.0145385903017126,0.538461538461538,0,0.0029147603020329,0.00782847170092219,571.527225121612,946769.395304419,24708.8835609587,0.36511781868685,0.400414040379006,0.400280553162927,0,0.00653897339351397,0.0175185023614409
"584","SBCG",13,4.16092097595233,6860.25405080317,179.19308065357,16,17,33,137.310392206427,226388.383676505,5913.3716615678,0.0188978375950921,0.0212543738622126,0.0310091013923918,0.0542986425339367,0.0010261269282403,0.00115408364862693,0.00168375211180408,137.310392206427,226388.383676505,5913.3716615678,0.0059964914710307,0.00908745023264561,0.0103713088691277,0.00192193090465772,0.00258907130956795,0.00376788937529738
"585","SBCG",14,4.55277430900393,7871.12682355997,207.261736100476,15,15,30,136.583229270118,236133.804706799,6217.85208301429,0.113130929398196,0.185300900834195,0.202166320886521,0.0407239819004525,0.00460714192119348,0.0075461905317093,0.00823301759266376,136.583229270118,236133.804706799,6217.85208301429,0.00539508752029887,0.0143813743086117,0.0166876960824127,0.0086291551237922,0.0169291241804065,0.0184237924909245
"586","SBCG",15,5.05188833897974,8685.07809825645,227.668884487176,13,13,26,131.349096813473,225812.030554668,5919.39099666658,0.233158128964554,0.317390599297662,0.326605155595884,0.0226244343891403,0.00527507079105327,0.00718078278953987,0.00738925691393403,131.349096813473,225812.030554668,5919.39099666658,0.00106617060099366,0.0087743627161119,0.0104961788068065,0.0098801827518246,0.0161093684350838,0.0165356304067368
"587","SBCG",16,5.59617349191696,9722.98573755649,254.11372735395,14,13,27,151.096684281758,262520.614914025,6861.07063855664,0.364048103497566,0.485824400398587,0.487860680770493,0.0271493212669683,0.00988365891848597,0.0131898027257535,0.01324508635576,151.096684281758,262520.614914025,6861.07063855664,0.0173985172152626,0.0287152619271909,0.0300311401050995,0.0185120466130928,0.029590004031977,0.0296397669258403
