"airport","week","Comp_aviario_sum","Comp_aero","Indice","Indice_normalized","numero_colisoes","numero_colisoes_normalizado","Comp_aviario_sum_normalized","Comp_aero_normalized","Indice2_normalized","Indice2"
"SBKP",31,515.48320698032,106,54641.2199399139,0.0269752889265906,1,0,0.882300353590969,0.0119840213049268,0.018000600673016,0.0105735062347786
"SBKP",32,438.794830554029,531,233000.055024189,0.562050872093452,1,0,0.496501254503301,0.577896138482024,0.488470245653528,0.286926157728938
"SBKP",33,392.413630254826,633,248397.827951305,0.608244111270834,1,0,0.263169606033266,0.713715046604527,0.319763254083463,0.187828107634928
"SBKP",34,381.334344935949,640,244053.980759008,0.595212592150922,0,0,0.207432628752675,0.723035952063915,0.255331816872271,0.149981248219311
"SBKP",35,372.420033116566,625,232762.520697854,0.561338270342459,1,0,0.162587065067932,0.70306258322237,0.194602291041978,0.114308881965204
"SBKP",36,379.303308266793,648,245788.543756882,0.600416272177138,1,0,0.197215016205776,0.733688415446072,0.2463313082275,0.144694372742187
"SBKP",37,377.602401555438,720,271873.729119915,0.678671693410102,1,0,0.18865820085184,0.829560585885486,0.266435303689631,0.156503407630754
"SBKP",38,395.974270157669,709,280745.757541787,0.705287732808784,1,0,0.281082251087277,0.81491344873502,0.389953551474974,0.229057706611735
"SBKP",39,425.136194988179,665,282715.569667139,0.711197159001233,1,0,0.42778824294103,0.756324900133156,0.550814310668772,0.323546900120513
"SBKP",40,443.585674057801,323,143278.17272067,0.292885689030329,4,1,0.520602731073245,0.300932090545939,0.266712221108657,0.156666068205797
"SBKP",41,449.398490898071,581,261100.523211779,0.646352131381405,1,0,0.549845487337533,0.644474034620506,0.603273240408641,0.354361139642298
