Aeroporto_,week_,Ob_mean,Ab_mean,ObxAbxS_mean,Total_Voos,contagem_avistamento,contagem_colisão,lag_colisao
SBCD,4,0.19639379871209725,0.419574102831189,14.183328427875269,0,0,0,0.0
SBCD,5,0.18413608263333955,0.4087281882669573,14.569023287127031,0,0,0,0.0
SBCD,6,0.1732236344472776,0.41130830744009544,16.317564488092938,0,0,0,0.0
SBCD,7,0.16765473948990461,0.427193878648685,18.273413777683718,0,0,0,0.0
SBCD,8,0.1772913049240972,0.4827189340351515,20.687343591359827,0,0,0,0.0
SBCD,9,0.18337337970977133,0.5397674622854176,21.61579784362981,0,0,0,0.0
SBCD,10,0.18412242407356597,0.5637083755773628,21.542360678188757,0,0,0,0.0
SBCD,11,0.1797590916590817,0.5840363513479471,21.855467920016103,0,0,0,0.0
SBCD,12,0.17149131181639718,0.5415624428828596,19.668673269065845,0,0,0,0.0
SBCD,13,0.16915086225641005,0.49841155067962767,18.174251698776093,0,0,0,0.0
SBCD,14,0.1680460214586461,0.47929696157404206,18.314415044932268,0,0,0,0.0
SBCD,15,0.1710569610238919,0.45645093167513123,18.3275326678348,0,0,0,0.0
SBCD,16,0.18184242923470104,0.4764565705810726,20.80255334122195,0,0,0,0.0
SBCD,17,0.18860991738639243,0.48604693232522167,21.725587814940514,0,0,0,0.0
SBCD,18,0.19705542524736827,0.4916548057010878,21.07194313683472,0,0,0,0.0
SBCD,19,0.20364837443825332,0.5194615339758867,21.298331663111114,0,0,0,0.0
SBCD,20,0.19585820581268898,0.5221123434765538,21.01227851422714,0,0,0,0.0
SBCD,21,0.18941587234049836,0.5135315714245722,19.80551068405127,0,0,0,0.0
SBCD,22,0.18175410226287733,0.49908551164701936,18.60661416670715,0,0,0,0.0
SBCD,23,0.17263248851340193,0.4739571648643784,17.131534020118256,0,0,0,0.0
SBCD,24,0.1672209813005914,0.4548682599715998,16.823376430662623,0,0,0,0.0
SBCD,25,0.16198441238103992,0.43699736071624723,16.54305955861,0,0,0,0.0
SBCD,26,0.16083687954543724,0.4338020710639801,16.519409531966645,0,0,0,0.0
SBCD,27,0.16990548545141618,0.47882422124094465,17.357832776041025,0,0,0,0.0
SBCD,28,0.18167144974616548,0.5324743476276309,18.28760480253304,0,0,0,0.0
SBCD,29,0.19169643982709228,0.6122997833805438,20.911360079507183,0,0,0,0.0
SBCD,30,0.196330680690446,0.6292903514635751,22.90817369186962,0,0,0,0.0
SBCD,31,0.19827366650128872,0.6190403587142245,24.726443718620285,0,0,0,0.0
SBCD,32,0.200593675687617,0.6236551451559689,26.980622430060535,0,0,0,0.0
SBCD,33,0.20358792614914104,0.6331523023768935,27.592940371082445,0,0,0,0.0
SBCD,34,0.209717267495225,0.6527824953628584,28.05336352803645,0,0,0,0.0
SBCD,35,0.21154516038519364,0.6524378001133959,27.5912745313752,0,0,0,0.0
SBCD,36,0.2073282589912739,0.6150338324152073,26.298962658676214,0,0,0,0.0
SBCD,37,0.20451377398559667,0.5742427558761926,25.17797272472503,0,0,0,0.0
SBCD,38,0.208693567014143,0.5683105878901219,24.496413222821822,0,0,0,0.0
SBCD,39,0.2135555813665256,0.5941296042529522,24.38460204821646,0,0,0,0.0
SBCD,40,0.21938310486867144,0.6334289535880085,23.34870155910294,0,0,0,0.0
SBCD,41,0.22596343886715917,0.648861450037649,23.001497582777947,0,0,0,0.0
SBCD,42,0.23054484923802368,0.6907585399785364,23.924413448584446,0,0,0,0.0
SBCD,43,0.22552198701191176,0.6461946880526045,23.73164337606102,0,0,0,0.0
SBCD,44,0.21947667615849342,0.5887947865784132,23.869916727571454,0,0,0,0.0
SBCD,45,0.21023293484351344,0.5472703244281454,23.02627516691983,0,0,0,0.0
SBCD,46,0.2079830241119712,0.5276815999453496,22.07179824827685,0,0,0,0.0
SBCD,47,0.2020244425718626,0.48466956623361207,18.87491935001733,0,0,0,0.0
SBCD,48,0.19706630898124192,0.4605378766335176,16.783521338120867,0,0,0,0.0
SBCD,49,0.19652299282053778,0.44166455619962375,15.27459073836393,0,0,0,0.0
SBCD,50,0.19673927560903146,0.43374916982343953,14.675831295969859,0,0,0,0.0
SBCD,51,0.19461320392373535,0.4138174721674914,13.606892921631623,0,0,0,0.0
SBCD,52,0.19814254422438748,0.43503203502326643,14.288002908339143,0,0,0,0.0
SBCF,1,0.3226525229980159,0.813869313963878,27.63386559938642,1269,0,2,0.0
SBCF,2,0.31241432624850796,0.7603306681575145,26.511789191935023,1354,0,0,2.0
SBCF,3,0.3017180280066005,0.7201247368817477,26.73928664581671,1343,1,1,0.0
SBCF,4,0.2944813888856821,0.7053195426741725,26.419961752019706,1335,0,3,1.0
SBCF,5,0.27906736029892315,0.6740731288443568,25.34266070260622,1335,0,2,3.0
SBCF,6,0.2758756711945132,0.683032660604067,26.452904370195732,1334,0,2,2.0
SBCF,7,0.2701017384991569,0.672057082957724,26.329260798068105,1321,0,5,2.0
SBCF,8,0.26639140089710023,0.6744874653240062,25.596550230929072,1078,0,0,5.0
SBCF,9,0.266869288138753,0.6764469576821001,24.763827081131854,1247,0,1,0.0
SBCF,10,0.2612281735917485,0.6743153764314399,24.855664679097096,1307,0,1,1.0
SBCF,11,0.2531758217343935,0.6442250735584993,22.60759036069898,1194,0,1,1.0
SBCF,12,0.2417958890314055,0.6260370532381163,22.47407862119063,604,0,0,1.0
